event_id,customer_id,event_type,event_date,session_id,product_id,device
80,1049,page_view,2023-12-24,60a1e722,69.0,desktop
81,1049,product_view,2023-06-06,e0d14b47,,desktop
82,1049,add_to_cart,2022-04-24,d1a588af,77.0,mobile
83,1049,add_to_cart,2022-10-07,da0beb04,,mobile
84,1049,add_to_cart,2023-11-07,beaba0e0,162.0,mobile
85,1049,page_view,2023-03-13,96d25826,,desktop
86,9566,checkout_complete,2023-05-03,cb790744,45.0,desktop
87,9566,checkout_complete,2023-10-04,9709479b,,mobile
88,9566,page_view,2023-10-21,c09dbc14,89.0,mobile
89,9566,add_to_cart,2023-06-03,1581967f,110.0,mobile
90,9566,add_to_cart,2023-08-31,411d5e18,171.0,desktop
91,9566,wishlist_add,2023-06-29,f49d0b66,,desktop
92,9566,checkout_complete,2023-11-22,44bdfba0,,mobile
93,9566,add_to_cart,2024-03-03,e26d0373,187.0,tablet
94,9566,add_to_cart,2023-11-13,8635e346,,mobile
95,9566,page_view,2023-12-28,e2b1de54,59.0,desktop
96,9566,product_view,2023-03-18,0672b3fb,,desktop
97,9566,search,2024-01-03,5c3407bf,,mobile
98,9566,checkout_complete,2023-08-01,cef78b37,,mobile
99,9566,product_view,2023-03-23,7ae4e501,,mobile
100,9566,checkout_complete,2023-04-16,9286acaa,,mobile
101,9566,page_view,2023-04-06,809f695e,,mobile
102,9566,page_view,2023-09-29,47a2ac08,133.0,mobile
103,9566,product_view,2023-03-12,a4f79528,32.0,mobile
104,9566,search,2023-02-19,86b4ee2b,,mobile
105,9566,page_view,2023-08-13,bcd6aaf0,3.0,desktop
106,9566,product_view,2023-09-25,2cdc06fc,164.0,tablet
107,9566,page_view,2024-02-14,2914c585,202.0,desktop
108,9566,checkout_start,2023-03-13,4c0052f9,118.0,desktop
109,9566,page_view,2023-06-30,d17bca3f,1.0,desktop
110,9566,checkout_complete,2023-02-18,cf75c1db,101.0,mobile
111,9566,product_view,2023-06-07,b524a6ee,113.0,mobile
112,9566,page_view,2024-02-08,3f10ec8e,,desktop
113,9566,wishlist_add,2023-10-24,aef0178a,189.0,mobile
114,9566,add_to_cart,2024-03-06,c4783252,181.0,mobile
115,9566,search,2023-05-15,ce525270,211.0,mobile
116,9566,page_view,2023-12-30,c85f1fce,122.0,desktop
117,9566,search,2023-05-16,05cc51d0,65.0,desktop
118,9566,checkout_complete,2023-04-10,c3fac9f5,143.0,desktop
119,9566,page_view,2023-07-18,3a3b2c42,181.0,mobile
120,9566,product_view,2023-12-04,3a439ccb,22.0,mobile
121,9566,search,2023-06-02,65372cea,,tablet
122,9566,add_to_cart,2023-02-12,8597acc5,171.0,desktop
123,9566,wishlist_add,2023-06-23,6394852c,59.0,mobile
124,9595,search,2023-06-28,4f5530d1,113.0,tablet
125,9595,product_view,2024-03-11,e5bfe17a,138.0,mobile
126,9595,page_view,2023-07-07,abd58a27,15.0,mobile
127,9595,page_view,2024-01-06,f1e6a42f,22.0,mobile
128,9595,product_view,2024-03-26,f7a2727e,44.0,mobile
129,9595,checkout_complete,2024-03-01,4527ee4a,13.0,tablet
130,9595,product_view,2023-11-19,7dc5806a,64.0,mobile
131,9595,search,2024-02-28,9621aa4d,35.0,desktop
132,9595,add_to_cart,2023-11-04,e2074c2a,3.0,desktop
133,9595,remove_from_cart,2024-03-30,814e8290,176.0,mobile
134,9595,add_to_cart,2024-02-07,b0e6732e,,desktop
135,9595,page_view,2023-08-10,a204f095,48.0,desktop
136,9595,wishlist_add,2023-07-23,46f9972b,123.0,mobile
137,9595,checkout_start,2024-01-01,52e61028,222.0,mobile
138,9595,product_view,2023-09-05,449fda62,,mobile
139,9595,search,2023-11-17,eb0038f3,,desktop
140,9595,search,2023-09-25,846721d4,,mobile
141,9595,remove_from_cart,2023-10-28,a34b4005,109.0,mobile
142,9595,page_view,2023-10-22,1d20b62a,200.0,mobile
143,9595,product_view,2023-09-20,bd894ce6,,desktop
144,4348,checkout_start,2024-01-14,abc2f55a,81.0,mobile
145,4348,checkout_complete,2023-07-16,516ae859,220.0,desktop
146,4348,page_view,2023-11-09,c0816e16,131.0,mobile
147,4348,product_view,2023-12-17,2eb9ace2,,desktop
148,4348,checkout_start,2024-01-12,bd4587b4,146.0,mobile
149,4348,add_to_cart,2023-06-09,2027cc9b,129.0,mobile
150,4348,page_view,2023-07-29,257fda06,,desktop
151,4348,checkout_start,2022-10-12,a2f58164,,mobile
152,5348,page_view,2023-09-16,41305a04,25.0,mobile
153,5348,product_view,2024-03-19,a60b585d,137.0,mobile
154,5348,page_view,2023-05-28,d1ab0253,203.0,desktop
155,5348,page_view,2023-08-17,03389b6c,,mobile
156,5348,checkout_complete,2023-07-30,56519134,161.0,desktop
157,5348,page_view,2023-03-18,7c5ad3f4,13.0,mobile
158,5348,product_view,2023-10-23,5f8f7b76,158.0,desktop
159,5348,product_view,2024-02-17,bb1de32d,66.0,mobile
160,5348,add_to_cart,2023-09-17,1d5541e9,171.0,mobile
161,5348,wishlist_add,2023-04-07,ee154f91,56.0,mobile
162,5348,product_view,2024-02-23,e7927a73,222.0,desktop
163,5348,product_view,2023-08-19,bde4684e,,desktop
164,5348,page_view,2024-02-08,112a4993,195.0,mobile
165,5348,page_view,2023-01-22,15e9cb60,85.0,mobile
166,4441,page_view,2022-04-07,483bc588,220.0,desktop
167,4441,page_view,2023-08-22,4b7dcbf0,87.0,mobile
168,4441,add_to_cart,2023-05-09,78469245,,mobile
169,4441,product_view,2022-08-08,ee24b965,,mobile
170,4441,checkout_complete,2022-12-11,7c52dce1,,desktop
171,4441,checkout_complete,2023-07-14,f2cc1ffd,12.0,mobile
172,4441,product_view,2022-06-02,c92d172a,,tablet
173,4441,product_view,2023-09-08,6efa2370,47.0,mobile
174,4441,page_view,2023-08-04,0f0f6f9f,157.0,mobile
175,4441,add_to_cart,2023-05-20,76371b15,,mobile
176,4441,page_view,2023-02-20,742447f4,199.0,desktop
177,4441,product_view,2023-04-27,4f50bc08,194.0,mobile
178,4441,remove_from_cart,2023-02-02,6a5e8b2c,,mobile
179,4441,remove_from_cart,2023-10-27,e883e4e9,,desktop
180,4441,page_view,2023-07-12,33b765b5,,mobile
181,4441,page_view,2023-03-25,8f9c8fb5,166.0,mobile
182,4441,page_view,2024-02-09,02d8bea1,201.0,mobile
183,4441,product_view,2023-12-05,05d24b57,118.0,mobile
184,4441,product_view,2022-09-09,62821a55,,desktop
185,4441,page_view,2023-10-03,4ffbb7c7,157.0,desktop
186,4441,checkout_start,2022-11-16,ef608770,125.0,mobile
187,4441,product_view,2023-07-06,36e81b10,155.0,desktop
188,4441,search,2022-10-15,4c3f9a8f,122.0,mobile
189,4441,search,2023-02-09,cc0f1764,66.0,desktop
190,4441,page_view,2023-07-07,28569c0b,111.0,desktop
191,4441,product_view,2023-07-24,2fdafc56,,desktop
192,4441,page_view,2023-11-26,2046c458,3.0,mobile
193,4441,page_view,2023-11-26,2f088f6b,,mobile
194,4441,page_view,2022-11-12,ce89b87b,72.0,desktop
195,4441,product_view,2022-12-25,f1b497b8,19.0,desktop
196,4441,product_view,2022-04-14,52a8c788,,mobile
197,4441,product_view,2022-09-08,c552d1b7,52.0,desktop
198,4441,add_to_cart,2022-04-21,6bab2a05,20.0,mobile
199,4441,page_view,2023-02-26,f29ca5bc,23.0,mobile
200,4441,page_view,2024-02-01,53d4cca3,,mobile
201,4441,product_view,2022-04-24,3d499eb4,76.0,desktop
202,4441,add_to_cart,2022-09-20,98759fe3,,mobile
203,4441,add_to_cart,2023-06-25,ac6bf176,,mobile
204,4441,add_to_cart,2022-09-18,03f48476,39.0,desktop
205,4441,add_to_cart,2022-07-11,100cd9a1,186.0,desktop
206,4441,page_view,2022-09-14,ed9bc5e9,32.0,mobile
207,4441,wishlist_add,2023-01-07,ece4ae22,26.0,mobile
208,4441,checkout_start,2024-03-09,756b8367,,mobile
209,4441,product_view,2023-10-02,7bba3664,45.0,desktop
210,4441,search,2022-09-12,9caa94a9,33.0,mobile
211,4441,page_view,2022-09-18,35795317,213.0,mobile
212,4441,product_view,2022-06-30,cc9ad5d7,119.0,mobile
213,4441,remove_from_cart,2023-11-09,1d9d26c6,201.0,mobile
214,4441,wishlist_add,2024-03-15,27e1b751,74.0,mobile
215,4441,add_to_cart,2023-03-26,b51a866a,,tablet
216,4441,page_view,2023-02-13,c7169133,130.0,desktop
217,4441,product_view,2023-11-05,b1378f97,42.0,mobile
218,4441,remove_from_cart,2022-07-18,02d3e431,183.0,tablet
219,4441,search,2023-01-23,3e628825,136.0,mobile
220,4441,page_view,2023-07-09,196cbe85,,mobile
221,4441,page_view,2023-05-10,27db75bd,107.0,mobile
222,4441,product_view,2023-02-13,8c607d0c,,mobile
223,3495,add_to_cart,2023-09-24,bda0a135,,mobile
224,3495,product_view,2023-11-22,c5945fef,,mobile
225,3495,checkout_start,2023-04-17,836b3596,189.0,desktop
226,3495,checkout_complete,2023-03-12,d12c9d85,,mobile
227,3495,checkout_start,2023-12-28,0aa2ec00,,desktop
228,1879,page_view,2022-11-01,bb649a6f,,mobile
229,1879,checkout_start,2022-10-10,0c68c0d1,,mobile
230,1879,product_view,2022-07-25,63422c0e,,desktop
231,1879,checkout_complete,2023-12-09,3902e18f,10.0,mobile
232,1879,add_to_cart,2023-09-27,bb8f26a5,9.0,desktop
233,1879,add_to_cart,2023-01-06,a2f64970,154.0,desktop
234,1879,page_view,2022-08-31,7c127e96,,tablet
235,1879,wishlist_add,2022-06-05,ddb57805,,mobile
236,1879,product_view,2022-11-27,8cd92929,,mobile
237,1879,checkout_start,2022-05-17,be5b93fb,99.0,tablet
238,1879,checkout_start,2023-05-04,8d2fe340,145.0,mobile
239,1879,page_view,2024-03-31,803ff838,190.0,mobile
240,1879,product_view,2022-08-02,2b3d3051,,desktop
241,1879,add_to_cart,2024-01-14,bc11deec,16.0,desktop
242,1879,search,2022-10-12,4ae465fe,220.0,desktop
243,1879,search,2023-02-18,f85fe10a,91.0,mobile
244,1879,page_view,2024-01-13,dcbf5834,,mobile
245,1879,search,2022-09-11,7a49d8ac,141.0,desktop
246,1879,checkout_complete,2023-09-03,05e12f90,54.0,mobile
247,1879,remove_from_cart,2023-12-06,8544d3f2,38.0,mobile
248,1879,page_view,2023-10-26,425471ef,220.0,mobile
249,1879,add_to_cart,2024-02-10,9ad61507,,tablet
250,1879,page_view,2022-10-09,9ad67558,83.0,desktop
251,1879,add_to_cart,2024-03-09,5b279b3c,157.0,desktop
252,1879,search,2023-04-21,bf61d71f,12.0,mobile
253,1879,page_view,2022-08-08,31a8dde8,,mobile
254,1879,page_view,2023-07-27,e9f839f0,,tablet
255,1879,search,2022-09-07,512d4d99,78.0,mobile
256,1879,search,2023-03-14,2fbb9801,39.0,mobile
257,1879,remove_from_cart,2023-09-29,18897220,145.0,desktop
258,1879,product_view,2022-10-08,5130b36f,,desktop
259,1879,add_to_cart,2022-08-20,6d1616ac,,mobile
260,1879,add_to_cart,2023-10-18,6dafe4dd,48.0,mobile
261,1879,checkout_start,2022-10-12,31ae5576,204.0,mobile
262,1879,remove_from_cart,2023-11-23,0d3d5dd9,161.0,mobile
263,1879,product_view,2022-12-18,1fde01de,148.0,mobile
264,1879,page_view,2023-08-08,61d746f6,132.0,mobile
265,1879,page_view,2022-11-29,34ecbc63,,desktop
266,1879,search,2023-10-10,e9372174,33.0,desktop
267,1879,product_view,2023-10-05,4af21f91,43.0,mobile
268,1879,product_view,2022-08-20,0e285b1d,4.0,mobile
269,1879,checkout_start,2023-12-07,f7d5cb77,,mobile
270,1879,product_view,2024-02-18,6b7e7d5a,,mobile
271,1879,product_view,2023-02-11,9d7a9c76,,desktop
272,1879,page_view,2023-09-27,50ecd33d,14.0,desktop
273,1879,page_view,2022-07-12,e4c650b6,76.0,desktop
274,1879,add_to_cart,2023-03-05,8b1b5ec0,184.0,mobile
275,1879,wishlist_add,2023-03-26,d7269502,,mobile
276,1879,checkout_start,2023-11-15,0a8728bd,71.0,mobile
277,1879,wishlist_add,2023-06-10,0bfeaea8,24.0,desktop
278,1879,page_view,2023-09-28,2a228774,198.0,desktop
279,1879,page_view,2023-02-25,61c9e5ae,98.0,desktop
280,1879,page_view,2023-06-27,413c7740,,tablet
281,1879,page_view,2023-04-25,69a9cdc1,,mobile
282,1879,wishlist_add,2023-12-02,5cc8e464,,desktop
283,1879,checkout_complete,2023-11-22,58b519a4,53.0,tablet
284,1879,product_view,2022-11-05,1a242e2f,,mobile
285,1879,page_view,2024-02-13,64530f30,186.0,mobile
286,2065,search,2024-03-03,7e5762fe,,mobile
287,2065,checkout_complete,2024-03-27,444f0b33,,desktop
288,2065,product_view,2024-01-26,e3feed9b,,mobile
289,2065,checkout_complete,2024-03-22,466275f3,118.0,mobile
290,2065,checkout_complete,2024-02-18,a37ed2b4,22.0,desktop
291,2065,page_view,2024-01-30,02bc731f,,desktop
292,2065,product_view,2024-01-20,0233cfc6,54.0,desktop
293,2065,product_view,2024-01-23,20127ccc,,mobile
294,2065,checkout_complete,2024-02-20,8c7a332c,,mobile
295,2065,search,2024-01-31,5e6a77a5,50.0,desktop
296,2065,add_to_cart,2024-02-29,654d2b03,2.0,mobile
297,2065,remove_from_cart,2024-03-07,8b74403c,128.0,mobile
298,2065,add_to_cart,2024-02-08,3420e055,66.0,desktop
299,2065,page_view,2024-02-13,b4858e79,,desktop
300,2065,product_view,2024-03-14,99dd178a,59.0,mobile
301,2065,checkout_complete,2024-01-26,910393cb,193.0,desktop
302,2065,product_view,2024-02-24,2e91aeb2,,mobile
303,2065,checkout_start,2024-02-26,63d6c287,,mobile
304,2065,remove_from_cart,2024-02-29,77a3c23b,185.0,mobile
305,2065,product_view,2024-01-18,d98ac77a,,mobile
306,3247,product_view,2023-12-09,e393579d,,mobile
307,3247,page_view,2023-05-25,e379c2e0,154.0,desktop
308,3247,page_view,2024-03-26,9a5848d8,117.0,desktop
309,3247,product_view,2023-05-21,e53ee953,163.0,desktop
310,3247,add_to_cart,2023-12-25,02b7cf78,,mobile
311,3247,page_view,2023-05-24,4358407d,,mobile
312,3247,page_view,2023-07-28,38ea6895,,desktop
313,3247,add_to_cart,2024-01-12,5de25f0c,,mobile
314,3247,search,2023-05-12,b15a019a,,mobile
315,3247,search,2023-05-15,b38a006d,,mobile
316,3247,page_view,2023-09-05,eb5514c4,,desktop
317,3247,product_view,2023-08-26,4ba91bd4,98.0,mobile
318,3247,product_view,2023-09-14,d0d8464d,218.0,tablet
319,3247,add_to_cart,2023-07-26,643e66c4,119.0,mobile
320,3247,product_view,2024-02-08,834f09b9,171.0,mobile
321,3247,add_to_cart,2023-05-15,9e278a5d,181.0,tablet
322,3247,add_to_cart,2023-09-12,76dc71d8,,mobile
323,3247,product_view,2023-06-25,d3a719f3,56.0,mobile
324,3247,add_to_cart,2023-12-10,d95533c3,197.0,desktop
325,3247,add_to_cart,2023-05-30,f81a550e,,mobile
326,3247,checkout_start,2023-10-08,3efd1a5f,77.0,desktop
327,3247,add_to_cart,2023-07-21,c8041adf,,desktop
328,3247,checkout_start,2023-03-20,b094d987,12.0,mobile
329,3247,add_to_cart,2023-10-05,cb8dcf43,148.0,mobile
330,3247,add_to_cart,2023-09-06,773e2764,48.0,mobile
331,3247,add_to_cart,2024-01-28,4e312478,,mobile
332,3247,checkout_start,2023-07-06,62fe20f8,13.0,mobile
333,3247,product_view,2024-01-21,c8aad53f,104.0,tablet
334,3247,page_view,2024-02-25,3a2d1ea0,30.0,mobile
335,3247,remove_from_cart,2024-02-21,5d2e3783,,mobile
336,3247,search,2023-09-27,7ff349a1,210.0,mobile
337,3247,wishlist_add,2023-01-24,0e7ca4fa,82.0,mobile
338,3247,page_view,2023-03-17,cd86e6a5,155.0,desktop
339,3247,add_to_cart,2023-07-07,dee88dc5,224.0,mobile
340,3247,page_view,2024-02-17,70ab5ab8,,desktop
341,3247,checkout_start,2023-04-24,75f7fc05,,desktop
342,3247,checkout_start,2023-11-12,3ef7fac6,,desktop
343,3247,page_view,2023-05-13,97c09ea4,207.0,tablet
344,3247,page_view,2023-04-15,ffc64af0,33.0,mobile
345,3247,page_view,2024-03-15,11396c2c,199.0,desktop
346,3247,checkout_start,2024-03-02,394bb23f,144.0,mobile
347,3247,product_view,2023-07-12,7865fc59,186.0,mobile
348,3247,checkout_start,2023-04-26,3e179e52,23.0,mobile
349,3247,product_view,2023-11-27,e1ac8c3e,194.0,desktop
350,3247,product_view,2023-11-13,9afa0a7e,110.0,mobile
351,3247,product_view,2023-06-25,020665bc,,mobile
352,3815,add_to_cart,2022-08-04,3fe85002,10.0,tablet
353,3815,add_to_cart,2023-03-15,250facb8,,desktop
354,3815,product_view,2024-03-21,a9ba0509,,desktop
355,3815,product_view,2022-12-15,2aec59c3,208.0,mobile
356,3815,page_view,2023-06-22,032fb3ff,,mobile
357,3815,add_to_cart,2023-08-21,1c54f3be,199.0,mobile
358,3815,product_view,2024-03-29,8b820dab,221.0,mobile
359,3815,checkout_complete,2022-12-11,0fc31ec2,,mobile
360,3815,page_view,2022-11-20,544dbdd3,32.0,desktop
361,3815,checkout_complete,2024-03-21,3ca2d46a,17.0,desktop
362,3815,search,2023-04-23,5db254e0,199.0,mobile
363,3815,product_view,2022-06-05,872b7da2,82.0,desktop
364,3815,search,2022-07-04,32f2c2bd,167.0,mobile
365,3815,search,2023-09-18,22c4434a,,mobile
366,3815,page_view,2022-10-15,b30d2d62,34.0,desktop
367,3815,page_view,2022-06-06,c9e4d9ba,131.0,mobile
368,3815,checkout_start,2022-04-19,ff46c97d,,mobile
369,3815,product_view,2022-12-13,d546e69a,164.0,mobile
370,3815,page_view,2023-01-10,b97b3a26,,desktop
371,3815,page_view,2024-01-15,523d2be9,,mobile
372,3815,add_to_cart,2023-10-22,ebd4977f,111.0,desktop
373,3815,page_view,2022-01-21,18839dd4,97.0,mobile
374,3815,product_view,2022-07-10,9037f8f9,138.0,mobile
375,3815,product_view,2022-11-12,f4e5515c,120.0,desktop
376,3815,product_view,2022-11-11,a754756e,134.0,desktop
377,3815,search,2022-02-03,c16cce17,42.0,desktop
378,3815,add_to_cart,2022-02-10,03ce3349,,desktop
379,3815,search,2022-08-10,c5d6b84a,90.0,desktop
380,3815,checkout_complete,2024-01-04,972852b0,,mobile
381,3815,add_to_cart,2023-04-21,b09f9073,,desktop
382,3815,page_view,2023-02-18,949d5db0,110.0,mobile
383,3815,checkout_complete,2022-03-21,2d84ee72,12.0,desktop
384,3815,wishlist_add,2022-08-19,98319147,,desktop
385,3815,remove_from_cart,2022-08-21,eac05e54,167.0,desktop
386,3815,page_view,2024-01-29,076bf4db,,desktop
387,3815,product_view,2023-10-16,78b2aecc,,desktop
388,3815,add_to_cart,2023-10-20,12ad58ca,20.0,desktop
389,3815,add_to_cart,2023-03-11,0463ca53,88.0,mobile
390,3815,page_view,2022-10-14,017f5d87,202.0,mobile
391,3815,checkout_complete,2022-11-30,629c9dbe,,desktop
392,3815,product_view,2022-03-02,178cdb79,47.0,desktop
393,3815,product_view,2023-06-07,475e2118,67.0,desktop
394,3815,page_view,2023-08-19,44298b0f,162.0,mobile
395,3815,add_to_cart,2023-06-01,3291f093,157.0,desktop
396,3815,search,2022-06-11,facb7b18,176.0,tablet
397,3815,add_to_cart,2023-11-14,e36302ce,142.0,desktop
398,4253,page_view,2023-12-21,57cd6dda,,mobile
399,4253,page_view,2023-10-29,4b374d43,153.0,mobile
400,4253,page_view,2023-09-18,121d2e26,209.0,mobile
401,4253,remove_from_cart,2023-11-23,5b7a00b5,,desktop
402,4253,add_to_cart,2023-09-09,97b58961,221.0,desktop
403,4253,page_view,2024-03-21,8a0bf3f3,,desktop
404,4253,add_to_cart,2023-10-15,2f0181a6,164.0,mobile
405,4253,page_view,2024-02-28,b5959781,182.0,desktop
406,4253,add_to_cart,2023-09-22,be33515a,181.0,mobile
407,4253,product_view,2024-03-09,55472145,60.0,mobile
408,4253,product_view,2024-03-01,2e5377a4,201.0,mobile
409,4253,product_view,2023-12-17,a137f12e,208.0,mobile
410,4253,remove_from_cart,2023-09-14,8f18a377,37.0,desktop
411,4253,page_view,2024-03-11,def633b1,,mobile
412,4253,wishlist_add,2024-01-25,f7741c01,,mobile
413,4253,checkout_start,2024-03-23,fe0a63d4,123.0,mobile
414,4253,checkout_start,2024-03-10,63cdacfa,25.0,desktop
415,4253,page_view,2023-11-29,3733a608,194.0,mobile
416,4253,add_to_cart,2023-11-01,f2ae59fe,91.0,desktop
417,4253,product_view,2023-10-21,07f21210,79.0,desktop
418,4253,wishlist_add,2023-10-23,a7a206a9,,desktop
419,4253,product_view,2024-03-16,b37ddbb2,52.0,mobile
420,4253,search,2023-09-05,b3b12f1b,,desktop
421,4253,product_view,2023-09-20,f05437f8,,mobile
422,4253,page_view,2023-11-28,a8e8204b,133.0,mobile
423,4253,page_view,2023-12-25,5fb0e092,,desktop
424,4253,wishlist_add,2024-02-16,998e6ef6,2.0,mobile
425,4253,product_view,2024-03-28,9a11a4fc,142.0,tablet
426,4253,page_view,2023-09-24,64ffbc36,,desktop
427,4253,remove_from_cart,2023-12-05,80fdd798,104.0,desktop
428,4253,product_view,2024-03-04,a53afa45,130.0,mobile
429,4253,page_view,2023-12-09,b036c825,182.0,desktop
430,4253,wishlist_add,2023-09-22,15990d5a,145.0,mobile
431,4253,search,2023-10-03,4066df2a,,mobile
432,4253,product_view,2024-02-06,e8c0e7ea,132.0,desktop
433,9143,product_view,2024-03-07,17fa8d6b,43.0,mobile
434,9143,product_view,2024-02-29,76f7c983,153.0,tablet
435,9143,checkout_complete,2024-03-27,7083b00d,147.0,tablet
436,9143,product_view,2024-02-20,f8d8ad28,,mobile
437,9143,add_to_cart,2024-02-10,7499f645,,desktop
438,9143,product_view,2023-10-30,06e734b8,80.0,mobile
439,9143,page_view,2023-10-25,f6983d1c,138.0,mobile
440,9143,product_view,2024-02-29,37d9264f,194.0,mobile
441,9143,remove_from_cart,2024-02-12,174dc680,193.0,mobile
442,9143,page_view,2024-01-03,3d2961c3,21.0,tablet
443,9143,page_view,2024-03-24,a86c711b,44.0,desktop
444,9143,product_view,2024-01-15,736de40e,142.0,mobile
445,9143,add_to_cart,2024-03-10,b688ea5d,108.0,mobile
446,9143,page_view,2023-12-02,bbd9615d,164.0,mobile
447,9143,page_view,2023-11-16,f5fe6632,,mobile
448,9143,product_view,2024-02-21,4101b9dc,124.0,tablet
449,9143,wishlist_add,2024-02-27,7b77cbb4,44.0,mobile
450,9143,page_view,2023-11-05,a3867836,76.0,desktop
451,9143,checkout_complete,2024-01-20,b4e2ecae,,desktop
452,9143,checkout_complete,2024-03-31,d3016e91,,mobile
453,9143,checkout_start,2024-01-29,d29e5f10,34.0,mobile
454,9143,remove_from_cart,2023-12-30,d026b59f,53.0,desktop
455,9143,search,2024-01-03,f0b6b6dd,79.0,mobile
456,9143,add_to_cart,2024-03-27,f3677863,211.0,tablet
457,9143,add_to_cart,2024-03-11,bfc8f200,193.0,mobile
