order_id,customer_id,order_date,status,subtotal,discount_pct,shipping,tax,total,payment_method,order_month
132,26,2023-09-21,refunded,260.57,0.0,0.0,20.85,281.42,upi,2023-09
133,27,2024-03-13,completed,92.49,0.0,11.71,7.4,111.6,card,2024-03
134,28,2022-10-09,refunded,395.85,0.0,0.0,31.67,427.52,card,2022-10
135,29,2024-03-02,refunded,382.94,0.0,0.0,30.64,413.58,wallet,2024-03
136,29,2023-02-24,completed,335.61,0.0,0.0,26.85,362.46,card,2023-02
137,29,2023-06-21,cancelled,217.48,0.0,0.0,17.4,234.88,card,2023-06
138,29,2024-03-13,completed,65.13,0.0,4.9,5.21,75.24,wallet,2024-03
139,29,2023-10-14,cancelled,3076.73,0.0,0.0,246.14,3322.87,upi,2023-10
140,29,2023-05-14,completed,7106.11,5.0,0.0,568.49,7674.6,card,2023-05
141,29,2023-03-19,completed,1264.32,0.0,0.0,101.15,1365.47,upi,2023-03
142,29,2022-12-24,completed,64.86,0.0,9.18,5.19,79.23,upi,2022-12
143,29,2023-11-29,completed,1006.21,0.0,0.0,80.5,1086.71,upi,2023-11
144,29,2023-02-15,completed,1611.44,15.0,0.0,128.92,1740.36,upi,2023-02
145,29,2022-12-26,cancelled,576.14,0.0,0.0,46.09,622.23,card,2022-12
146,29,2024-01-22,processing,54.64,10.0,1.95,4.37,60.96,upi,2024-01
147,29,2023-06-12,completed,468.5,20.0,0.0,37.48,505.98,card,2023-06
148,29,2023-08-18,refunded,585.48,0.0,0.0,46.84,632.32,card,2023-08
149,30,2022-07-24,completed,661.86,10.0,0.0,52.95,714.81,card,2022-07
150,31,2023-01-01,refunded,6120.03,0.0,0.0,489.6,6609.63,upi,2023-01
151,32,2022-06-19,processing,2253.21,0.0,0.0,180.26,2433.47,netbanking,2022-06
152,33,2022-05-01,refunded,130.97,0.0,0.0,10.48,141.45,upi,2022-05
153,34,2024-01-03,cancelled,1888.81,0.0,0.0,151.1,2039.91,wallet,2024-01
154,35,2022-10-30,cancelled,1364.29,0.0,0.0,109.14,1473.43,upi,2022-10
155,35,2024-02-06,completed,868.59,0.0,0.0,69.49,938.08,card,2024-02
156,35,2022-07-16,completed,4543.08,0.0,0.0,363.45,4906.53,wallet,2022-07
157,36,2023-09-29,completed,3210.9,0.0,0.0,256.87,3467.77,upi,2023-09
158,36,2023-09-13,completed,80.49,0.0,6.84,6.44,93.77,netbanking,2023-09
159,36,2023-08-30,completed,187.42,0.0,0.0,14.99,202.41,cod,2023-08
160,36,2023-06-24,completed,8250.07,0.0,0.0,660.01,8910.08,card,2023-06
161,36,2023-10-04,completed,806.09,5.0,0.0,64.49,870.58,upi,2023-10
162,36,2023-12-05,completed,717.85,0.0,0.0,57.43,775.28,card,2023-12
163,36,2023-11-14,completed,125.2,0.0,0.0,10.02,135.22,card,2023-11
164,36,2023-07-06,completed,5993.04,0.0,0.0,479.44,6472.48,upi,2023-07
165,36,2023-12-06,completed,3363.12,0.0,0.0,269.05,3632.17,upi,2023-12
166,36,2023-06-02,completed,4072.4,0.0,0.0,325.79,4398.19,card,2023-06
167,37,2022-09-07,refunded,385.94,0.0,0.0,30.88,416.82,upi,2022-09
168,37,2022-08-29,processing,2207.86,0.0,0.0,176.63,2384.49,upi,2022-08
169,37,2022-09-01,completed,54.45,0.0,6.59,4.36,65.4,card,2022-09
170,37,2022-08-29,completed,425.07,0.0,0.0,34.01,459.08,upi,2022-08
171,37,2022-09-07,refunded,980.74,0.0,0.0,78.46,1059.2,card,2022-09
172,38,2024-02-01,completed,52.22,0.0,10.15,4.18,66.55,card,2024-02
173,39,2022-08-23,completed,553.76,5.0,0.0,44.3,598.06,upi,2022-08
174,40,2023-05-31,cancelled,1373.1,0.0,0.0,109.85,1482.95,upi,2023-05
175,41,2022-05-13,completed,1919.59,0.0,0.0,153.57,2073.16,netbanking,2022-05
176,42,2023-11-16,completed,280.65,0.0,0.0,22.45,303.1,netbanking,2023-11
177,42,2023-06-13,completed,198.03,0.0,0.0,15.84,213.87,netbanking,2023-06
178,42,2023-07-16,cancelled,4119.33,15.0,0.0,329.55,4448.88,card,2023-07
179,42,2023-01-04,completed,1600.5,0.0,0.0,128.04,1728.54,card,2023-01
180,42,2023-04-22,processing,375.6,0.0,0.0,30.05,405.65,upi,2023-04
181,42,2023-05-17,completed,428.71,15.0,0.0,34.3,463.01,card,2023-05
182,42,2023-06-12,completed,356.41,5.0,0.0,28.51,384.92,card,2023-06
183,42,2023-04-02,completed,3221.9,0.0,0.0,257.75,3479.65,card,2023-04
184,42,2022-09-22,completed,451.69,5.0,0.0,36.14,487.83,netbanking,2022-09
185,42,2024-02-02,completed,1796.58,0.0,0.0,143.73,1940.31,card,2024-02
186,42,2022-11-10,completed,10905.22,0.0,0.0,872.42,11777.64,netbanking,2022-11
187,42,2023-06-08,completed,1020.72,0.0,0.0,81.66,1102.38,upi,2023-06
188,42,2023-07-30,completed,2808.9,0.0,0.0,224.71,3033.61,card,2023-07
189,42,2022-08-26,completed,980.74,0.0,0.0,78.46,1059.2,upi,2022-08
190,42,2024-02-03,completed,1962.13,0.0,0.0,156.97,2119.1,card,2024-02
191,42,2022-12-26,completed,332.83,0.0,0.0,26.63,359.46,card,2022-12
192,42,2023-03-22,completed,762.42,0.0,0.0,60.99,823.41,card,2023-03
193,42,2022-11-23,completed,469.98,0.0,0.0,37.6,507.58,upi,2022-11
194,42,2024-02-16,completed,2048.48,0.0,0.0,163.88,2212.36,upi,2024-02
195,42,2023-02-01,completed,1122.15,10.0,0.0,89.77,1211.92,card,2023-02
196,42,2023-09-22,cancelled,404.7,0.0,0.0,32.38,437.08,upi,2023-09
197,42,2023-03-14,refunded,430.3,20.0,0.0,34.42,464.72,upi,2023-03
198,43,2023-07-12,completed,180.77,5.0,0.0,14.46,195.23,card,2023-07
199,43,2023-08-07,refunded,8757.75,0.0,0.0,700.62,9458.37,card,2023-08
200,43,2023-08-16,completed,953.72,0.0,0.0,76.3,1030.02,card,2023-08
201,43,2023-07-21,completed,414.04,0.0,0.0,33.12,447.16,upi,2023-07
202,43,2023-07-22,cancelled,49.11,0.0,3.14,3.93,56.18,upi,2023-07
203,44,2023-06-16,cancelled,2109.48,10.0,0.0,168.76,2278.24,card,2023-06
204,45,2022-04-30,cancelled,2497.56,0.0,0.0,199.8,2697.36,upi,2022-04
205,45,2022-05-01,processing,3523.4,0.0,0.0,281.87,3805.27,upi,2022-05
206,46,2022-02-19,processing,4998.21,0.0,0.0,399.86,5398.07,card,2022-02
207,47,2022-11-30,completed,726.73,0.0,0.0,58.14,784.87,upi,2022-11
208,47,2022-12-02,completed,1055.92,20.0,0.0,84.47,1140.39,cod,2022-12
209,48,2024-02-10,completed,1535.54,0.0,0.0,122.84,1658.38,upi,2024-02
210,48,2023-10-17,processing,422.97,5.0,0.0,33.84,456.81,card,2023-10
211,49,2022-09-10,completed,2651.7,0.0,0.0,212.14,2863.84,netbanking,2022-09
212,50,2024-03-19,cancelled,1101.85,5.0,0.0,88.15,1190.0,card,2024-03
213,51,2024-03-22,completed,227.82,0.0,0.0,18.23,246.05,netbanking,2024-03
214,52,2024-03-19,processing,1890.14,5.0,0.0,151.21,2041.35,card,2024-03
215,52,2024-03-16,cancelled,255.13,0.0,0.0,20.41,275.54,upi,2024-03
216,52,2023-11-18,completed,1042.4,0.0,0.0,83.39,1125.79,wallet,2023-11
217,53,2022-08-26,cancelled,1027.79,10.0,0.0,82.22,1110.01,card,2022-08
218,54,2024-01-23,cancelled,1661.85,0.0,0.0,132.95,1794.8,card,2024-01
219,54,2023-12-31,cancelled,1217.11,0.0,0.0,97.37,1314.48,upi,2023-12
220,54,2024-02-29,cancelled,205.56,15.0,0.0,16.44,222.0,card,2024-02
221,54,2023-06-07,completed,17913.05,0.0,0.0,1433.04,19346.09,cod,2023-06
222,54,2024-01-30,cancelled,1081.8,0.0,0.0,86.54,1168.34,wallet,2024-01
223,54,2023-09-17,completed,2316.86,0.0,0.0,185.35,2502.21,upi,2023-09
224,54,2023-06-01,completed,1458.97,10.0,0.0,116.72,1575.69,card,2023-06
225,54,2024-02-17,completed,342.73,5.0,0.0,27.42,370.15,card,2024-02
226,54,2023-06-16,completed,883.84,0.0,0.0,70.71,954.55,card,2023-06
227,55,2024-01-31,completed,399.43,0.0,0.0,31.95,431.38,card,2024-01
228,55,2024-03-03,completed,6470.02,10.0,0.0,517.6,6987.62,upi,2024-03
229,55,2024-03-01,completed,883.32,0.0,0.0,70.67,953.99,card,2024-03
230,55,2023-12-18,completed,1132.09,0.0,0.0,90.57,1222.66,card,2023-12
231,56,2023-12-19,refunded,1399.78,0.0,0.0,111.98,1511.76,wallet,2023-12
232,57,2023-06-23,cancelled,373.28,0.0,0.0,29.86,403.14,card,2023-06
233,57,2024-01-25,completed,436.72,10.0,0.0,34.94,471.66,card,2024-01
234,57,2022-12-24,completed,6703.78,0.0,0.0,536.3,7240.08,wallet,2022-12
235,57,2023-12-03,completed,382.47,0.0,0.0,30.6,413.07,upi,2023-12
236,58,2023-12-02,completed,3332.76,0.0,0.0,266.62,3599.38,upi,2023-12
237,59,2022-04-28,completed,5041.09,0.0,0.0,403.29,5444.38,card,2022-04
238,60,2023-10-29,completed,292.81,0.0,0.0,23.42,316.23,upi,2023-10
239,61,2024-03-04,completed,609.13,0.0,0.0,48.73,657.86,wallet,2024-03
240,61,2024-02-20,completed,2221.21,0.0,0.0,177.7,2398.91,card,2024-02
241,61,2024-02-05,completed,231.06,0.0,0.0,18.48,249.54,card,2024-02
242,61,2024-03-15,processing,1426.09,0.0,0.0,114.09,1540.18,card,2024-03
243,61,2024-02-26,processing,2510.13,0.0,0.0,200.81,2710.94,cod,2024-02
244,61,2024-02-17,cancelled,2983.74,0.0,0.0,238.7,3222.44,card,2024-02
245,62,2024-03-25,completed,112.68,10.0,0.0,9.01,121.69,card,2024-03
246,63,2024-01-01,cancelled,2445.96,0.0,0.0,195.68,2641.64,card,2024-01
247,63,2024-03-25,refunded,3978.72,0.0,0.0,318.3,4297.02,card,2024-03
248,63,2023-12-04,completed,4388.03,0.0,0.0,351.04,4739.07,card,2023-12
249,64,2022-04-12,processing,3151.76,5.0,0.0,252.14,3403.9,upi,2022-04
250,65,2023-10-12,completed,770.18,0.0,0.0,61.61,831.79,card,2023-10
251,65,2022-12-23,refunded,1516.06,0.0,0.0,121.28,1637.34,card,2022-12
252,65,2023-06-14,cancelled,1024.24,0.0,0.0,81.94,1106.18,card,2023-06
253,66,2024-02-06,cancelled,1170.94,0.0,0.0,93.68,1264.62,card,2024-02
254,66,2024-01-22,completed,906.04,0.0,0.0,72.48,978.52,upi,2024-01
255,66,2024-03-17,processing,4730.85,0.0,0.0,378.47,5109.32,wallet,2024-03
256,67,2023-11-03,refunded,725.35,5.0,0.0,58.03,783.38,cod,2023-11
257,68,2022-12-13,processing,4521.9,0.0,0.0,361.75,4883.65,upi,2022-12
258,68,2023-02-05,cancelled,3051.37,0.0,0.0,244.11,3295.48,upi,2023-02
259,68,2022-12-21,completed,4269.35,0.0,0.0,341.55,4610.9,upi,2022-12
260,68,2022-12-09,completed,2728.75,0.0,0.0,218.3,2947.05,netbanking,2022-12
261,69,2023-06-09,completed,3247.36,0.0,0.0,259.79,3507.15,card,2023-06
262,70,2023-11-19,completed,143.32,0.0,0.0,11.47,154.79,wallet,2023-11
263,71,2023-01-18,completed,221.66,0.0,0.0,17.73,239.39,upi,2023-01
264,72,2023-12-05,processing,809.74,0.0,0.0,64.78,874.52,card,2023-12
265,73,2023-12-08,completed,3095.18,0.0,0.0,247.61,3342.79,netbanking,2023-12
266,73,2023-11-30,processing,153.05,0.0,0.0,12.24,165.29,upi,2023-11
267,73,2023-09-23,completed,842.35,0.0,0.0,67.39,909.74,card,2023-09
268,73,2023-04-28,completed,639.92,10.0,0.0,51.19,691.11,card,2023-04
269,73,2023-03-17,completed,4116.42,0.0,0.0,329.31,4445.73,wallet,2023-03
270,73,2023-06-10,completed,957.24,0.0,0.0,76.58,1033.82,cod,2023-06
271,73,2023-06-09,completed,478.21,0.0,0.0,38.26,516.47,netbanking,2023-06
272,74,2023-03-04,completed,1944.05,0.0,0.0,155.52,2099.57,netbanking,2023-03
273,75,2023-05-20,completed,291.68,5.0,0.0,23.33,315.01,upi,2023-05
274,76,2023-02-13,completed,1982.4,0.0,0.0,158.59,2140.99,upi,2023-02
275,76,2023-10-05,completed,640.51,0.0,0.0,51.24,691.75,card,2023-10
276,76,2023-09-22,refunded,531.18,0.0,0.0,42.49,573.67,cod,2023-09
277,76,2023-06-16,completed,991.2,10.0,0.0,79.3,1070.5,cod,2023-06
278,76,2024-01-05,refunded,571.68,0.0,0.0,45.73,617.41,upi,2024-01
279,76,2024-03-21,processing,800.86,10.0,0.0,64.07,864.93,card,2024-03
280,76,2023-02-19,completed,98.06,0.0,1.04,7.84,106.94,card,2023-02
281,76,2023-01-16,cancelled,640.51,0.0,0.0,51.24,691.75,upi,2023-01
282,76,2022-12-29,completed,1801.75,0.0,0.0,144.14,1945.89,card,2022-12
283,76,2024-02-29,processing,1859.96,0.0,0.0,148.8,2008.76,wallet,2024-02
284,76,2023-10-15,processing,62.03,15.0,1.66,4.96,68.65,wallet,2023-10
285,76,2023-04-07,completed,666.31,0.0,0.0,53.3,719.61,netbanking,2023-04
286,76,2022-12-30,completed,195.41,0.0,0.0,15.63,211.04,netbanking,2022-12
287,76,2023-10-26,completed,504.37,0.0,0.0,40.35,544.72,card,2023-10
288,76,2023-06-23,completed,173.0,0.0,0.0,13.84,186.84,wallet,2023-06
289,76,2024-03-11,refunded,1953.94,15.0,0.0,156.32,2110.26,card,2024-03
290,76,2024-02-12,processing,771.88,0.0,0.0,61.75,833.63,card,2024-02
291,76,2023-10-21,completed,446.48,5.0,0.0,35.72,482.2,card,2023-10
292,76,2023-01-20,completed,227.82,0.0,0.0,18.23,246.05,upi,2023-01
293,76,2023-10-02,processing,1696.33,0.0,0.0,135.71,1832.04,card,2023-10
294,76,2023-05-07,refunded,1591.68,0.0,0.0,127.33,1719.01,upi,2023-05
295,76,2024-02-21,completed,948.51,0.0,0.0,75.88,1024.39,card,2024-02
296,76,2023-04-27,completed,2099.2,15.0,0.0,167.94,2267.14,card,2023-04
297,76,2023-09-29,completed,997.4,0.0,0.0,79.79,1077.19,upi,2023-09
298,76,2023-03-03,cancelled,2035.07,5.0,0.0,162.81,2197.88,upi,2023-03
299,76,2022-12-10,refunded,382.47,0.0,0.0,30.6,413.07,upi,2022-12
300,76,2023-07-28,completed,10061.67,5.0,0.0,804.93,10866.6,upi,2023-07
301,76,2023-10-18,processing,1252.8,0.0,0.0,100.22,1353.02,netbanking,2023-10
302,76,2022-12-03,completed,344.11,0.0,0.0,27.53,371.64,upi,2022-12
303,76,2023-05-15,completed,355.07,0.0,0.0,28.41,383.48,card,2023-05
304,76,2023-05-08,completed,5303.93,0.0,0.0,424.31,5728.24,upi,2023-05
305,76,2023-12-15,completed,5645.59,0.0,0.0,451.65,6097.24,card,2023-12
306,76,2024-03-26,cancelled,328.88,0.0,0.0,26.31,355.19,cod,2024-03
307,76,2022-12-13,completed,4305.42,5.0,0.0,344.43,4649.85,upi,2022-12
308,76,2023-04-12,cancelled,866.21,0.0,0.0,69.3,935.51,card,2023-04
309,76,2023-09-27,completed,1679.74,0.0,0.0,134.38,1814.12,card,2023-09
310,76,2023-08-31,processing,531.18,0.0,0.0,42.49,573.67,card,2023-08
311,76,2023-03-23,completed,323.36,0.0,0.0,25.87,349.23,upi,2023-03
312,76,2023-08-11,cancelled,150.58,10.0,0.0,12.05,162.63,card,2023-08
313,76,2024-01-29,completed,3332.14,0.0,0.0,266.57,3598.71,card,2024-01
314,76,2023-05-09,refunded,884.53,5.0,0.0,70.76,955.29,upi,2023-05
315,76,2024-01-24,completed,342.34,0.0,0.0,27.39,369.73,upi,2024-01
316,76,2023-11-13,completed,5977.07,0.0,0.0,478.17,6455.24,cod,2023-11
317,76,2023-07-31,cancelled,3920.82,0.0,0.0,313.67,4234.49,card,2023-07
318,76,2023-09-13,completed,8205.55,20.0,0.0,656.44,8861.99,card,2023-09
319,76,2023-01-17,refunded,3704.77,5.0,0.0,296.38,4001.15,netbanking,2023-01
320,77,2024-03-25,completed,463.27,0.0,0.0,37.06,500.33,card,2024-03
