item_id,order_id,product_id,quantity,unit_price,line_total
227,111,4,2,753.82,1507.64
228,112,185,1,385.94,385.94
229,113,1,1,546.53,546.53
230,113,2,1,908.03,908.03
231,113,13,1,1074.54,1074.54
232,113,12,1,795.84,795.84
233,113,17,2,632.16,1264.32
234,114,18,1,1084.89,1084.89
235,114,1,1,519.2,519.2
236,114,9,1,363.35,363.35
237,114,2,1,862.63,862.63
238,114,8,1,416.98,416.98
239,115,121,2,192.41,384.81
240,115,110,3,130.09,390.28
241,116,21,2,800.25,1600.5
242,117,107,2,111.39,222.78
243,118,57,1,238.14,238.14
244,118,53,2,48.94,97.89
245,119,9,1,382.47,382.47
246,119,19,1,453.02,453.02
247,120,50,1,284.09,284.09
248,120,66,1,238.21,238.21
249,120,59,1,173.0,173.0
250,121,75,1,215.88,215.88
251,121,63,1,98.06,98.06
252,122,3,1,678.73,678.73
253,122,19,2,453.02,906.04
254,123,63,1,98.06,98.06
255,123,51,1,207.02,207.02
256,124,7,1,1024.24,1024.24
257,125,173,3,670.38,2011.14
258,126,15,1,370.81,370.81
259,126,20,1,640.51,640.51
260,127,94,1,603.33,603.33
261,127,88,3,441.01,1323.03
262,127,90,1,944.4,944.4
263,128,7,1,1024.24,1024.24
264,129,69,1,106.62,106.62
265,130,63,1,98.06,98.06
266,130,66,3,238.21,714.63
267,131,128,1,293.76,293.76
268,131,116,1,348.75,348.75
269,132,217,1,47.7,47.7
270,132,215,2,76.45,152.9
271,132,206,1,59.97,59.97
272,133,202,1,54.13,54.13
273,133,193,1,38.36,38.36
274,134,71,1,292.81,292.81
275,134,53,2,51.52,103.04
276,135,58,1,191.47,191.47
277,135,58,1,191.47,191.47
278,136,50,1,284.09,284.09
279,136,53,1,51.52,51.52
280,137,68,1,217.48,217.48
281,138,193,1,38.36,38.36
282,138,201,1,26.77,26.77
283,139,86,1,478.21,478.21
284,139,94,2,603.33,1206.66
285,139,84,2,695.93,1391.86
286,140,39,1,2073.22,2073.22
287,140,45,1,1864.68,1864.68
288,140,26,3,745.5,2236.51
289,140,44,1,931.7,931.7
290,141,17,2,632.16,1264.32
291,142,221,1,33.15,33.15
292,142,210,1,31.71,31.71
293,143,60,1,67.96,67.96
294,143,67,3,312.75,938.25
295,144,18,1,970.69,970.69
296,144,4,1,640.75,640.75
297,145,59,1,173.0,173.0
298,145,63,2,98.06,196.12
299,145,51,1,207.02,207.02
300,146,213,1,54.64,54.64
301,147,71,2,234.25,468.5
302,148,182,1,585.48,585.48
303,149,154,2,330.93,661.86
304,150,38,2,1514.36,3028.72
305,150,27,1,1576.95,1576.95
306,150,38,1,1514.36,1514.36
307,151,126,2,249.16,498.32
308,151,131,3,313.94,941.82
309,151,124,1,133.99,133.99
310,151,121,3,226.36,679.08
311,152,221,3,33.15,99.45
312,152,223,1,9.46,9.46
313,152,205,1,22.06,22.06
314,153,93,1,473.3,473.3
315,153,83,1,942.21,942.21
316,153,93,1,473.3,473.3
317,154,173,1,670.38,670.38
318,154,186,1,462.85,462.85
319,154,183,1,231.06,231.06
320,155,163,3,289.53,868.59
321,156,38,1,1514.36,1514.36
322,156,38,1,1514.36,1514.36
323,156,38,1,1514.36,1514.36
324,157,33,2,1605.45,3210.9
325,158,194,1,54.45,54.45
326,158,214,1,26.04,26.04
327,159,191,1,66.1,66.1
328,159,207,1,19.17,19.17
329,159,217,1,47.7,47.7
330,159,194,1,54.45,54.45
331,160,31,1,1859.96,1859.96
332,160,44,2,980.74,1961.48
333,160,42,3,1476.21,4428.63
334,161,61,1,66.7,66.7
335,161,67,1,297.11,297.11
336,161,53,1,48.94,48.94
337,161,51,2,196.67,393.34
338,162,86,1,478.21,478.21
339,162,95,1,239.64,239.64
340,163,73,1,125.2,125.2
341,164,152,2,786.82,1573.64
342,164,136,1,489.56,489.56
343,164,143,2,1314.96,2629.92
344,164,133,1,1299.92,1299.92
345,165,133,1,1299.92,1299.92
346,165,136,1,489.56,489.56
347,165,152,2,786.82,1573.64
348,166,35,2,2036.2,4072.4
349,167,185,1,385.94,385.94
350,168,16,1,549.18,549.18
351,168,6,2,829.34,1658.68
352,169,194,1,54.45,54.45
353,170,55,1,228.95,228.95
354,170,63,2,98.06,196.12
355,171,44,1,980.74,980.74
356,172,195,1,29.05,29.05
357,172,192,1,23.17,23.17
358,173,23,1,553.76,553.76
359,174,124,1,133.99,133.99
360,174,120,1,354.71,354.71
361,174,117,1,584.2,584.2
362,174,127,1,300.2,300.2
363,175,160,2,626.4,1252.8
364,175,172,1,666.79,666.79
365,176,72,1,280.65,280.65
366,177,206,1,59.97,59.97
367,177,219,2,23.37,46.74
368,177,203,3,30.44,91.32
369,178,27,1,1340.41,1340.41
370,178,29,1,659.31,659.31
371,178,40,2,1059.81,2119.61
372,179,21,2,800.25,1600.5
373,180,73,3,125.2,375.6
374,181,109,1,428.71,428.71
375,182,77,1,69.33,69.33
376,182,53,1,48.94,48.94
377,182,57,1,238.14,238.14
378,183,6,2,829.34,1658.68
379,183,11,2,781.61,1563.22
380,184,56,2,225.84,451.69
381,185,128,2,309.22,618.44
382,185,119,2,463.27,926.54
383,185,112,1,251.6,251.6
384,186,43,1,2469.64,2469.64
385,186,35,3,2036.2,6108.6
386,186,29,3,775.66,2326.98
387,187,14,2,340.24,680.48
388,187,14,1,340.24,340.24
389,188,91,3,410.57,1231.71
390,188,99,1,955.04,955.04
391,188,89,1,622.15,622.15
392,189,44,1,980.74,980.74
393,190,64,3,355.07,1065.21
394,190,57,2,250.67,501.34
395,190,54,2,72.59,145.18
396,190,73,2,125.2,250.4
397,191,59,1,173.0,173.0
398,191,54,1,72.59,72.59
399,191,62,1,87.24,87.24
400,192,58,1,191.47,191.47
401,192,75,1,215.88,215.88
402,192,64,1,355.07,355.07
403,193,123,1,469.98,469.98
404,194,7,1,1024.24,1024.24
405,194,7,1,1024.24,1024.24
406,195,40,1,1122.15,1122.15
407,196,76,1,68.91,68.91
408,196,56,1,237.73,237.73
409,196,63,1,98.06,98.06
410,197,59,1,138.4,138.4
411,197,60,2,54.37,108.74
412,197,55,1,183.16,183.16
413,198,197,1,66.62,66.62
414,198,225,1,10.46,10.46
415,198,217,1,45.32,45.32
416,198,224,1,58.37,58.37
417,199,47,2,2392.7,4785.4
418,199,45,1,1962.82,1962.82
419,199,49,1,2009.53,2009.53
420,200,15,1,370.81,370.81
421,200,23,1,582.91,582.91
422,201,51,1,207.02,207.02
423,201,51,1,207.02,207.02
424,202,220,1,49.11,49.11
425,203,41,1,2109.48,2109.48
426,204,103,2,485.25,970.5
427,204,98,2,763.53,1527.06
428,205,176,1,664.0,664.0
429,205,166,2,425.57,851.14
430,205,184,2,562.47,1124.94
431,205,190,1,441.66,441.66
432,205,190,1,441.66,441.66
433,206,28,3,1666.07,4998.21
434,207,59,1,173.0,173.0
435,207,78,1,190.32,190.32
436,207,66,1,238.21,238.21
437,207,73,1,125.2,125.2
438,208,137,1,290.13,290.13
439,208,144,1,765.79,765.79
440,209,148,2,767.77,1535.54
441,210,51,1,196.67,196.67
442,210,66,1,226.3,226.3
443,211,5,1,883.9,883.9
444,211,5,2,883.9,1767.8
445,212,74,2,66.82,133.65
446,212,56,1,225.84,225.84
447,212,58,3,181.9,545.69
448,212,51,1,196.67,196.67
449,213,100,1,227.82,227.82
450,214,3,2,644.79,1289.59
451,214,17,1,600.55,600.55
452,215,169,1,255.13,255.13
453,216,161,2,521.2,1042.4
454,217,18,1,1027.79,1027.79
455,218,4,1,753.82,753.82
456,218,2,1,908.03,908.03
457,219,97,1,982.84,982.84
458,219,96,1,234.27,234.27
459,220,53,1,43.79,43.79
460,220,78,1,161.77,161.77
461,221,31,3,1859.96,5579.88
462,221,25,2,1497.46,2994.92
463,221,42,2,1476.21,2952.42
464,221,33,3,1605.45,4816.35
465,221,26,2,784.74,1569.48
466,222,100,1,227.82,227.82
467,222,87,2,426.99,853.98
468,223,17,1,632.16,632.16
469,223,10,2,842.35,1684.7
470,224,1,1,491.88,491.88
471,224,13,1,967.09,967.09
472,225,71,1,278.17,278.17
473,225,60,1,64.56,64.56
474,226,131,2,313.94,627.88
475,226,125,1,255.96,255.96
476,227,71,1,292.81,292.81
477,227,69,1,106.62,106.62
478,228,46,1,1407.97,1407.97
479,228,49,2,1808.58,3617.15
480,228,33,1,1444.9,1444.9
481,229,190,2,441.66,883.32
482,230,16,1,549.18,549.18
483,230,23,1,582.91,582.91
484,231,171,1,344.11,344.11
485,231,170,1,666.31,666.31
486,231,174,2,194.68,389.36
487,232,70,1,373.28,373.28
488,233,103,1,436.72,436.72
489,234,45,3,1962.82,5888.46
490,234,36,1,815.32,815.32
491,235,9,1,382.47,382.47
492,236,176,3,664.0,1992.0
493,236,173,2,670.38,1340.76
494,237,10,1,842.35,842.35
495,237,8,1,438.93,438.93
496,237,21,3,800.25,2400.75
497,237,19,3,453.02,1359.06
498,238,71,1,292.81,292.81
499,239,189,1,147.01,147.01
500,239,183,2,231.06,462.12
501,240,30,1,2221.21,2221.21
502,241,183,1,231.06,231.06
503,242,182,2,585.48,1170.96
504,242,169,1,255.13,255.13
505,243,101,2,542.83,1085.66
506,243,91,2,410.57,821.14
507,243,94,1,603.33,603.33
508,244,81,1,734.78,734.78
509,244,80,2,651.18,1302.36
510,244,93,2,473.3,946.6
511,245,73,1,112.68,112.68
512,246,36,3,815.32,2445.96
513,247,152,1,786.82,786.82
514,247,157,1,713.74,713.74
515,247,150,2,1239.08,2478.16
516,248,4,2,753.82,1507.64
517,248,13,1,1074.54,1074.54
518,248,7,1,1024.24,1024.24
519,248,11,1,781.61,781.61
520,249,48,1,1626.58,1626.58
521,249,33,1,1525.18,1525.18
522,250,127,1,300.2,300.2
523,250,123,1,469.98,469.98
524,251,17,1,632.16,632.16
525,251,5,1,883.9,883.9
526,252,7,1,1024.24,1024.24
527,253,159,1,660.64,660.64
528,253,178,1,510.3,510.3
529,254,19,2,453.02,906.04
530,255,27,3,1576.95,4730.85
531,256,98,1,725.35,725.35
532,257,42,2,1476.21,2952.42
533,257,26,2,784.74,1569.48
534,258,132,1,331.49,331.49
535,258,120,2,354.71,709.42
536,258,126,1,249.16,249.16
537,258,106,3,587.1,1761.3
538,259,142,1,1432.92,1432.92
539,259,137,1,362.66,362.66
540,259,156,3,824.59,2473.77
541,260,2,1,908.03,908.03
542,260,3,1,678.73,678.73
543,260,18,1,1141.99,1141.99
544,261,12,1,795.84,795.84
545,261,14,1,340.24,340.24
546,261,4,1,753.82,753.82
547,261,3,2,678.73,1357.46
548,262,77,1,72.98,72.98
549,262,74,1,70.34,70.34
550,263,113,2,110.83,221.66
551,264,8,1,438.93,438.93
552,264,15,1,370.81,370.81
553,265,20,1,640.51,640.51
554,265,7,1,1024.24,1024.24
555,265,1,1,546.53,546.53
556,265,5,1,883.9,883.9
557,266,110,1,153.05,153.05
558,267,10,1,842.35,842.35
559,268,59,1,155.7,155.7
560,268,51,1,186.32,186.32
561,268,74,2,63.31,126.61
562,268,78,1,171.29,171.29
563,269,6,2,829.34,1658.68
564,269,11,1,781.61,781.61
565,269,22,1,997.4,997.4
566,269,3,1,678.73,678.73
567,270,144,1,957.24,957.24
568,271,86,1,478.21,478.21
569,272,174,1,194.68,194.68
570,272,183,1,231.06,231.06
571,272,163,1,289.53,289.53
572,272,170,1,666.31,666.31
573,272,184,1,562.47,562.47
574,273,52,1,53.54,53.54
575,273,57,1,238.14,238.14
576,274,151,1,1276.63,1276.63
577,274,140,1,705.77,705.77
578,275,20,1,640.51,640.51
579,276,114,1,531.18,531.18
580,277,116,3,330.4,991.2
581,278,74,1,70.34,70.34
582,278,57,2,250.67,501.34
583,279,95,2,215.68,431.35
584,279,91,1,369.51,369.51
585,280,63,1,98.06,98.06
586,281,20,1,640.51,640.51
587,282,124,1,133.99,133.99
588,282,131,3,313.94,941.82
589,282,125,1,255.96,255.96
590,282,123,1,469.98,469.98
591,283,31,1,1859.96,1859.96
592,284,77,1,62.03,62.03
593,285,170,1,666.31,666.31
594,286,61,1,70.21,70.21
595,286,73,1,125.2,125.2
596,287,109,1,504.37,504.37
597,288,59,1,173.0,173.0
598,289,106,1,499.04,499.04
599,289,109,1,428.71,428.71
600,289,111,2,178.69,357.37
601,289,115,1,356.78,356.78
602,289,116,1,312.04,312.04
603,290,185,2,385.94,771.88
604,291,123,1,446.48,446.48
605,292,100,1,227.82,227.82
606,293,171,3,344.11,1032.33
607,293,176,1,664.0,664.0
608,294,12,2,795.84,1591.68
609,295,167,1,316.17,316.17
610,295,167,2,316.17,632.34
611,296,103,3,412.46,1237.39
612,296,94,1,512.83,512.83
613,296,91,1,348.98,348.98
614,297,22,1,997.4,997.4
615,298,8,2,416.98,833.97
616,298,17,2,600.55,1201.1
617,299,9,1,382.47,382.47
618,300,25,2,1422.59,2845.17
619,300,30,2,2110.15,4220.3
620,300,27,2,1498.1,2996.2
621,301,160,1,626.4,626.4
622,301,160,1,626.4,626.4
623,302,171,1,344.11,344.11
624,303,64,1,355.07,355.07
625,304,27,1,1576.95,1576.95
626,304,32,1,1690.78,1690.78
627,304,35,1,2036.2,2036.2
628,305,30,1,2221.21,2221.21
629,305,48,2,1712.19,3424.38
630,306,51,1,207.02,207.02
631,306,74,1,70.34,70.34
632,306,53,1,51.52,51.52
633,307,142,1,1361.27,1361.27
634,307,146,1,911.47,911.47
635,307,139,1,1362.2,1362.2
636,307,140,1,670.48,670.48
637,308,100,2,227.82,455.64
638,308,91,1,410.57,410.57
639,309,12,1,795.84,795.84
640,309,5,1,883.9,883.9
641,310,114,1,531.18,531.18
642,311,92,1,323.36,323.36
643,312,195,1,26.14,26.14
644,312,213,1,54.64,54.64
645,312,209,1,69.8,69.8
646,313,28,2,1666.07,3332.14
647,314,113,2,105.29,210.58
648,314,120,2,336.97,673.95
649,315,145,1,342.34,342.34
650,316,19,3,453.02,1359.06
651,316,6,1,829.34,829.34
652,316,1,1,546.53,546.53
653,316,1,2,546.53,1093.06
654,316,13,2,1074.54,2149.08
655,317,27,1,1576.95,1576.95
656,317,41,1,2343.87,2343.87
657,318,47,1,1914.16,1914.16
658,318,25,1,1197.97,1197.97
659,318,32,1,1352.62,1352.62
660,318,40,2,997.46,1994.93
661,318,39,1,1745.87,1745.87
662,319,133,3,1234.92,3704.77
663,320,119,1,463.27,463.27
664,321,162,1,338.3,338.3
665,322,136,3,391.65,1174.94
666,322,144,1,765.79,765.79
667,323,137,1,362.66,362.66
668,323,154,3,367.7,1103.1
669,324,23,2,582.91,1165.82
670,325,96,3,199.13,597.39
671,325,91,1,348.98,348.98
672,326,41,1,2343.87,2343.87
673,326,40,1,1246.83,1246.83
674,327,201,2,26.77,53.54
675,328,97,1,982.84,982.84
676,328,92,1,323.36,323.36
677,329,129,1,495.36,495.36
678,330,105,1,978.07,978.07
679,330,97,2,982.84,1965.68
680,331,121,1,226.36,226.36
681,331,128,1,309.22,309.22
682,332,62,1,87.24,87.24
683,332,65,2,348.59,697.18
684,333,143,1,1314.96,1314.96
685,333,138,1,1035.35,1035.35
686,334,62,1,78.52,78.52
687,334,68,2,195.73,391.46
688,334,74,2,63.31,126.61
689,335,48,2,1712.19,3424.38
690,335,24,1,1633.36,1633.36
691,335,44,2,980.74,1961.48
692,336,113,1,110.83,110.83
693,336,127,1,300.2,300.2
694,337,46,1,1564.41,1564.41
695,337,33,3,1605.45,4816.35
696,337,48,1,1712.19,1712.19
697,337,28,1,1666.07,1666.07
698,338,95,1,239.64,239.64
699,338,100,1,227.82,227.82
700,338,87,1,426.99,426.99
701,339,60,1,67.96,67.96
702,340,5,2,883.9,1767.8
703,340,19,1,453.02,453.02
704,341,50,1,284.09,284.09
705,342,107,1,111.39,111.39
706,343,55,1,217.5,217.5
707,344,32,2,1690.78,3381.56
708,344,33,1,1605.45,1605.45
709,344,43,1,2469.64,2469.64
710,344,28,1,1666.07,1666.07
711,344,48,2,1712.19,3424.38
712,345,146,1,959.44,959.44
713,345,155,1,459.23,459.23
714,345,149,1,379.78,379.78
715,346,153,1,540.58,540.58
716,346,145,1,290.99,290.99
717,346,148,1,652.6,652.6
718,347,98,3,763.53,2290.59
719,348,42,1,1476.21,1476.21
720,348,30,1,2221.21,2221.21
721,349,129,1,550.4,550.4
722,349,121,2,226.36,452.72
723,349,119,1,463.27,463.27
724,349,110,1,153.05,153.05
725,350,120,1,336.97,336.97
726,350,120,1,336.97,336.97
727,351,10,2,842.35,1684.7
728,352,71,1,292.81,292.81
729,352,50,1,284.09,284.09
730,353,33,1,1605.45,1605.45
731,354,31,1,1859.96,1859.96
732,355,72,1,280.65,280.65
733,356,169,1,255.13,255.13
734,356,165,1,686.08,686.08
735,356,165,1,686.08,686.08
736,357,3,2,678.73,1357.46
737,357,8,1,438.93,438.93
738,357,4,1,753.82,753.82
739,358,131,1,313.94,313.94
740,358,108,2,564.41,1128.82
741,358,108,2,564.41,1128.82
742,359,203,1,30.44,30.44
743,359,218,2,65.02,130.04
744,360,9,2,363.35,726.69
745,361,45,1,1962.82,1962.82
746,361,46,1,1564.41,1564.41
747,361,24,1,1633.36,1633.36
748,362,106,1,587.1,587.1
749,362,131,1,313.94,313.94
750,362,118,1,231.73,231.73
751,363,1,1,546.53,546.53
752,363,19,1,453.02,453.02
753,364,80,1,586.06,586.06
754,365,200,2,57.68,115.36
755,366,1,1,464.55,464.55
756,367,208,1,48.63,48.63
757,367,224,1,61.44,61.44
758,368,12,1,795.84,795.84
759,369,107,1,111.39,111.39
760,369,130,1,372.97,372.97
761,369,127,1,300.2,300.2
762,370,98,1,687.18,687.18
763,371,118,2,231.73,463.46
764,372,11,2,781.61,1563.22
765,373,63,1,98.06,98.06
766,374,29,1,659.31,659.31
767,375,15,1,370.81,370.81
768,375,16,1,549.18,549.18
769,375,7,3,1024.24,3072.72
770,376,40,3,1246.83,3740.49
771,376,27,1,1576.95,1576.95
772,377,142,3,1361.27,4083.82
773,377,146,1,911.47,911.47
774,377,144,3,909.38,2728.13
775,377,156,1,783.36,783.36
776,378,40,2,1246.83,2493.66
777,379,43,2,2469.64,4939.28
778,380,47,2,2392.7,4785.4
779,381,115,1,419.74,419.74
780,382,40,2,1246.83,2493.66
781,383,131,1,313.94,313.94
782,384,15,2,333.73,667.46
783,384,1,2,491.88,983.75
784,384,23,1,524.62,524.62
785,385,146,1,959.44,959.44
786,386,155,2,459.23,918.46
787,386,153,1,635.98,635.98
788,387,134,2,1104.33,2208.66
789,387,133,1,1299.92,1299.92
790,387,137,1,362.66,362.66
791,388,5,1,883.9,883.9
792,388,19,1,453.02,453.02
793,388,4,1,753.82,753.82
794,389,125,1,255.96,255.96
795,390,38,1,1514.36,1514.36
796,391,207,2,19.17,38.34
797,391,206,2,59.97,119.94
798,391,200,1,57.68,57.68
799,391,191,1,66.1,66.1
800,392,117,1,584.2,584.2
801,392,106,1,587.1,587.1
802,392,128,1,309.22,309.22
803,393,149,2,379.78,759.56
804,393,144,1,957.24,957.24
805,393,134,1,1104.33,1104.33
806,394,45,1,1962.82,1962.82
807,394,34,1,728.1,728.1
808,394,39,2,2182.34,4364.68
809,395,6,1,829.34,829.34
810,396,17,1,632.16,632.16
811,396,20,2,640.51,1281.02
812,397,12,1,795.84,795.84
813,398,177,1,276.16,276.16
814,399,32,2,1690.78,3381.56
815,399,45,1,1962.82,1962.82
816,399,37,3,1938.36,5815.08
817,400,24,1,1633.36,1633.36
818,400,47,3,2392.7,7178.1
819,400,43,2,2469.64,4939.28
820,400,35,1,2036.2,2036.2
821,401,161,1,521.2,521.2
822,402,73,2,106.42,212.84
823,402,59,3,147.05,441.15
824,402,62,1,74.15,74.15
825,403,217,1,45.32,45.32
826,404,48,2,1626.58,3253.16
827,405,3,2,678.73,1357.46
828,406,98,2,763.53,1527.06
829,406,99,2,955.04,1910.08
830,407,23,1,553.76,553.76
831,408,132,1,331.49,331.49
832,408,123,1,469.98,469.98
833,409,26,1,784.74,784.74
834,409,44,2,980.74,1961.48
835,410,41,1,2343.87,2343.87
836,410,37,1,1938.36,1938.36
837,411,59,3,173.0,519.0
838,411,57,1,250.67,250.67
839,411,71,1,292.81,292.81
840,412,26,2,784.74,1569.48
841,413,20,1,640.51,640.51
842,413,6,3,829.34,2488.02
843,414,192,1,23.17,23.17
844,415,25,1,1497.46,1497.46
