customer_id,segment,total_revenue,total_orders,last_order,days_since_last_order,risk_level
1679,premium,23540.5,9,2024-01-31 00:00:00,60,High risk
6935,vip,22799.43,16,2024-02-15 00:00:00,45,Medium risk
8580,premium,22778.69,9,2024-01-16 00:00:00,75,High risk
9792,premium,22776.86,6,2024-01-25 00:00:00,66,High risk
6754,premium,22242.61,13,2024-01-12 00:00:00,79,High risk
8336,regular,22227.72,9,2024-01-03 00:00:00,88,High risk
2879,premium,22026.48,11,2024-02-05 00:00:00,55,Medium risk
7511,regular,21975.05,1,2024-02-06 00:00:00,54,Medium risk
8131,vip,21856.46,15,2024-01-04 00:00:00,87,High risk
865,regular,21607.93,5,2024-02-14 00:00:00,46,Medium risk
7493,vip,21591.96,5,2024-02-07 00:00:00,53,Medium risk
2053,vip,21422.52,10,2024-01-02 00:00:00,89,High risk
9387,premium,21332.39,10,2024-01-11 00:00:00,80,High risk
6855,premium,20421.74,6,2024-02-14 00:00:00,46,Medium risk
9912,regular,19883.920000000002,9,2024-02-13 00:00:00,47,Medium risk
1414,premium,19705.73,6,2024-02-08 00:00:00,52,Medium risk
7667,premium,19516.91,8,2024-02-13 00:00:00,47,Medium risk
6084,premium,19514.22,9,2024-02-13 00:00:00,47,Medium risk
2778,premium,19251.62,13,2024-01-10 00:00:00,81,High risk
8535,regular,19243.99,8,2024-01-26 00:00:00,65,High risk
9004,premium,19126.81,9,2024-02-07 00:00:00,53,Medium risk
9502,premium,18619.28,7,2024-02-01 00:00:00,59,Medium risk
7270,regular,18502.38,4,2024-02-13 00:00:00,47,Medium risk
1142,budget,18318.08,5,2024-02-05 00:00:00,55,Medium risk
1393,vip,17879.81,16,2024-01-15 00:00:00,76,High risk
3318,regular,17784.59,5,2024-02-05 00:00:00,55,Medium risk
1767,regular,17709.94,11,2024-02-04 00:00:00,56,Medium risk
1979,vip,17609.47,11,2024-01-26 00:00:00,65,High risk
7498,regular,17597.5,8,2024-01-10 00:00:00,81,High risk
9509,vip,17590.17,9,2024-02-03 00:00:00,57,Medium risk
4606,regular,17525.84,1,2024-02-15 00:00:00,45,Medium risk
4464,regular,17411.469999999998,6,2024-01-22 00:00:00,69,High risk
7760,vip,17408.579999999998,6,2024-01-04 00:00:00,87,High risk
850,regular,17267.46,8,2024-02-07 00:00:00,53,Medium risk
7109,regular,17168.24,5,2024-01-15 00:00:00,76,High risk
7030,regular,17125.37,3,2024-02-10 00:00:00,50,Medium risk
379,budget,17109.78,2,2024-02-06 00:00:00,54,Medium risk
3591,regular,17040.63,6,2024-02-01 00:00:00,59,Medium risk
524,premium,17039.8,7,2024-02-14 00:00:00,46,Medium risk
278,regular,16995.71,8,2024-02-06 00:00:00,54,Medium risk
5194,regular,16831.28,7,2024-01-07 00:00:00,84,High risk
763,regular,16786.56,6,2024-01-27 00:00:00,64,High risk
5605,premium,16773.65,3,2024-01-29 00:00:00,62,High risk
292,vip,16610.85,7,2024-01-29 00:00:00,62,High risk
2167,vip,16486.3,10,2024-01-17 00:00:00,74,High risk
6405,regular,16327.25,6,2024-01-05 00:00:00,86,High risk
9632,premium,16294.76,14,2024-01-30 00:00:00,61,High risk
6667,premium,15894.02,3,2024-02-10 00:00:00,50,Medium risk
1374,regular,15865.55,1,2024-01-29 00:00:00,62,High risk
8093,regular,15763.5,5,2024-02-10 00:00:00,50,Medium risk
9325,budget,15616.49,7,2024-02-06 00:00:00,54,Medium risk
5146,regular,15537.439999999999,6,2024-01-30 00:00:00,61,High risk
6831,premium,15509.57,4,2024-02-05 00:00:00,55,Medium risk
6508,premium,15487.81,8,2024-01-28 00:00:00,63,High risk
6673,regular,15342.449999999999,3,2024-02-06 00:00:00,54,Medium risk
1580,premium,15294.82,5,2024-01-31 00:00:00,60,High risk
3632,regular,15263.27,9,2024-01-14 00:00:00,77,High risk
7510,vip,15120.32,1,2024-01-18 00:00:00,73,High risk
4119,premium,15061.400000000001,3,2024-02-07 00:00:00,53,Medium risk
998,regular,15054.45,6,2024-02-07 00:00:00,53,Medium risk
5744,premium,15009.119999999999,7,2024-01-08 00:00:00,83,High risk
7621,budget,14905.89,3,2024-01-13 00:00:00,78,High risk
9986,vip,14802.01,10,2024-01-15 00:00:00,76,High risk
9762,premium,14791.5,8,2024-02-08 00:00:00,52,Medium risk
307,regular,14715.16,6,2024-02-06 00:00:00,54,Medium risk
1195,regular,14707.63,9,2024-02-10 00:00:00,50,Medium risk
1978,premium,14665.89,6,2024-02-14 00:00:00,46,Medium risk
122,regular,14656.490000000002,3,2024-01-20 00:00:00,71,High risk
5243,premium,14615.52,6,2024-01-13 00:00:00,78,High risk
1795,regular,14516.94,6,2024-02-04 00:00:00,56,Medium risk
4219,regular,14490.73,8,2024-02-11 00:00:00,49,Medium risk
3154,premium,14486.9,5,2024-01-01 00:00:00,90,High risk
6840,premium,14432.4,4,2024-02-14 00:00:00,46,Medium risk
6542,premium,14394.420000000002,4,2024-02-05 00:00:00,55,Medium risk
7226,vip,14294.98,9,2024-01-05 00:00:00,86,High risk
895,premium,14261.64,6,2024-02-04 00:00:00,56,Medium risk
7829,budget,14219.359999999999,2,2024-01-12 00:00:00,79,High risk
3518,premium,14158.76,5,2024-02-04 00:00:00,56,Medium risk
3832,vip,14034.33,5,2024-02-07 00:00:00,53,Medium risk
8095,budget,13976.5,3,2024-01-03 00:00:00,88,High risk
5399,budget,13958.73,2,2024-02-12 00:00:00,48,Medium risk
4215,regular,13796.75,12,2024-01-14 00:00:00,77,High risk
4582,premium,13509.84,8,2024-01-21 00:00:00,70,High risk
6560,regular,13411.949999999999,6,2024-01-14 00:00:00,77,High risk
1310,vip,13402.2,10,2024-01-23 00:00:00,68,High risk
2272,budget,13339.09,5,2024-01-03 00:00:00,88,High risk
938,premium,13335.6,5,2024-01-25 00:00:00,66,High risk
5012,vip,13290.96,13,2024-02-05 00:00:00,55,Medium risk
8418,regular,13281.64,7,2024-01-13 00:00:00,78,High risk
3211,premium,13280.34,11,2024-02-03 00:00:00,57,Medium risk
7712,premium,13275.109999999999,5,2024-01-23 00:00:00,68,High risk
5350,vip,13259.39,5,2024-02-14 00:00:00,46,Medium risk
4685,regular,13248.460000000001,7,2024-01-03 00:00:00,88,High risk
4090,vip,13220.48,7,2024-01-15 00:00:00,76,High risk
9400,regular,13171.789999999999,8,2024-01-02 00:00:00,89,High risk
5946,premium,13148.52,9,2024-02-02 00:00:00,58,Medium risk
8773,regular,13074.529999999999,4,2024-01-02 00:00:00,89,High risk
1454,premium,13050.14,9,2024-01-17 00:00:00,74,High risk
4050,regular,12972.85,6,2024-02-09 00:00:00,51,Medium risk
9132,regular,12933.92,3,2024-01-07 00:00:00,84,High risk
9860,premium,12810.86,3,2024-01-29 00:00:00,62,High risk
627,regular,12743.57,4,2024-01-13 00:00:00,78,High risk
8367,premium,12723.6,5,2024-01-06 00:00:00,85,High risk
9313,regular,12662.68,2,2024-01-23 00:00:00,68,High risk
8179,regular,12622.48,2,2024-01-14 00:00:00,77,High risk
9651,regular,12508.99,8,2024-01-21 00:00:00,70,High risk
243,regular,12427.07,3,2024-02-08 00:00:00,52,Medium risk
1167,regular,12264.890000000001,6,2024-01-25 00:00:00,66,High risk
2423,regular,12192.33,2,2024-02-11 00:00:00,49,Medium risk
9966,regular,12180.06,1,2024-01-17 00:00:00,74,High risk
7435,premium,12169.36,3,2024-01-08 00:00:00,83,High risk
6437,regular,12094.26,6,2024-01-31 00:00:00,60,High risk
2927,premium,12058.15,11,2024-01-30 00:00:00,61,High risk
6104,premium,12045.89,9,2024-01-13 00:00:00,78,High risk
8698,regular,11996.51,3,2024-02-08 00:00:00,52,Medium risk
4893,premium,11947.48,10,2024-02-15 00:00:00,45,Medium risk
1763,regular,11771.560000000001,3,2024-02-11 00:00:00,49,Medium risk
3013,regular,11765.2,4,2024-02-13 00:00:00,47,Medium risk
2336,premium,11734.169999999998,8,2024-02-08 00:00:00,52,Medium risk
4829,premium,11692.789999999999,4,2024-01-07 00:00:00,84,High risk
5382,regular,11639.039999999999,8,2024-01-27 00:00:00,64,High risk
5466,premium,11629.89,5,2024-02-10 00:00:00,50,Medium risk
2729,premium,11432.77,2,2024-01-21 00:00:00,70,High risk
3335,regular,11381.06,3,2024-01-16 00:00:00,75,High risk
8456,regular,11334.060000000001,3,2024-02-14 00:00:00,46,Medium risk
694,budget,11322.44,2,2024-01-16 00:00:00,75,High risk
1895,regular,11318.85,6,2024-01-18 00:00:00,73,High risk
8025,regular,11262.33,5,2024-01-26 00:00:00,65,High risk
2648,regular,11209.76,4,2024-01-12 00:00:00,79,High risk
6916,premium,11121.86,1,2024-01-17 00:00:00,74,High risk
4060,regular,11061.68,4,2024-02-08 00:00:00,52,Medium risk
8582,premium,11036.61,3,2024-02-13 00:00:00,47,Medium risk
916,vip,10993.720000000001,3,2024-01-27 00:00:00,64,High risk
1480,premium,10890.82,1,2024-01-13 00:00:00,78,High risk
5621,regular,10852.26,5,2024-02-06 00:00:00,54,Medium risk
6228,premium,10839.88,2,2024-01-10 00:00:00,81,High risk
7971,budget,10834.62,1,2024-02-01 00:00:00,59,Medium risk
3033,regular,10826.03,2,2024-02-08 00:00:00,52,Medium risk
2693,budget,10799.59,2,2024-02-02 00:00:00,58,Medium risk
4176,budget,10754.679999999998,3,2024-02-14 00:00:00,46,Medium risk
8040,regular,10712.57,2,2024-01-28 00:00:00,63,High risk
9331,regular,10656.97,7,2024-01-07 00:00:00,84,High risk
4480,budget,10576.79,1,2024-01-31 00:00:00,60,High risk
6568,regular,10537.09,5,2024-02-08 00:00:00,52,Medium risk
5613,vip,10532.96,9,2024-01-28 00:00:00,63,High risk
8695,budget,10449.14,2,2024-01-09 00:00:00,82,High risk
711,regular,10433.44,3,2024-01-24 00:00:00,67,High risk
1255,regular,10422.93,6,2024-01-12 00:00:00,79,High risk
8103,regular,10392.94,2,2024-02-14 00:00:00,46,Medium risk
2634,budget,10340.53,2,2024-01-14 00:00:00,77,High risk
8445,budget,10310.16,2,2024-01-28 00:00:00,63,High risk
1104,regular,10307.6,1,2024-02-11 00:00:00,49,Medium risk
2325,premium,10228.03,7,2024-01-09 00:00:00,82,High risk
7318,premium,10203.05,2,2024-02-14 00:00:00,46,Medium risk
1854,vip,10199.78,9,2024-01-11 00:00:00,80,High risk
2608,premium,10129.66,10,2024-01-21 00:00:00,70,High risk
189,premium,10109.28,1,2024-01-10 00:00:00,81,High risk
5903,vip,10101.97,3,2024-01-17 00:00:00,74,High risk
1154,regular,10096.560000000001,5,2024-01-03 00:00:00,88,High risk
7839,budget,10081.81,1,2024-02-04 00:00:00,56,Medium risk
5957,vip,9929.68,6,2024-02-04 00:00:00,56,Medium risk
8250,premium,9927.85,7,2024-02-11 00:00:00,49,Medium risk
7540,premium,9921.880000000001,8,2024-01-20 00:00:00,71,High risk
5442,premium,9885.64,3,2024-01-25 00:00:00,66,High risk
9830,budget,9869.9,1,2024-02-03 00:00:00,57,Medium risk
1234,budget,9846.71,1,2024-01-10 00:00:00,81,High risk
855,regular,9760.36,4,2024-01-31 00:00:00,60,High risk
8192,regular,9706.710000000001,4,2024-02-10 00:00:00,50,Medium risk
2068,regular,9687.76,4,2024-01-26 00:00:00,65,High risk
6870,regular,9662.75,4,2024-02-09 00:00:00,51,Medium risk
3856,regular,9554.68,5,2024-02-05 00:00:00,55,Medium risk
9101,regular,9511.67,1,2024-01-26 00:00:00,65,High risk
93,regular,9502.46,5,2024-02-15 00:00:00,45,Medium risk
1701,premium,9460.03,4,2024-02-05 00:00:00,55,Medium risk
834,premium,9435.3,3,2024-01-08 00:00:00,83,High risk
6436,premium,9434.69,7,2024-01-01 00:00:00,90,High risk
9820,premium,9346.69,4,2024-02-15 00:00:00,45,Medium risk
7501,regular,9280.0,7,2024-01-20 00:00:00,71,High risk
4557,premium,9268.1,4,2024-01-31 00:00:00,60,High risk
4044,regular,9255.58,6,2024-01-11 00:00:00,80,High risk
1951,premium,9186.88,2,2024-02-13 00:00:00,47,Medium risk
1358,regular,9096.24,3,2024-01-13 00:00:00,78,High risk
4701,regular,9067.76,6,2024-01-14 00:00:00,77,High risk
266,regular,9026.679999999998,2,2024-01-24 00:00:00,67,High risk
7299,premium,8964.210000000001,2,2024-01-01 00:00:00,90,High risk
2997,premium,8945.55,3,2024-02-12 00:00:00,48,Medium risk
7059,premium,8920.880000000001,6,2024-01-10 00:00:00,81,High risk
4251,vip,8882.64,5,2024-01-13 00:00:00,78,High risk
4984,regular,8786.53,3,2024-01-20 00:00:00,71,High risk
6755,premium,8784.0,6,2024-01-03 00:00:00,88,High risk
7782,budget,8737.67,3,2024-02-15 00:00:00,45,Medium risk
3463,regular,8734.8,2,2024-02-13 00:00:00,47,Medium risk
3264,regular,8602.91,2,2024-01-31 00:00:00,60,High risk
8915,regular,8598.19,4,2024-02-15 00:00:00,45,Medium risk
7613,budget,8580.849999999999,2,2024-02-08 00:00:00,52,Medium risk
225,premium,8535.52,3,2024-02-01 00:00:00,59,Medium risk
5262,premium,8525.83,3,2024-02-08 00:00:00,52,Medium risk
3559,budget,8520.400000000001,2,2024-02-11 00:00:00,49,Medium risk
5080,premium,8418.33,5,2024-02-07 00:00:00,53,Medium risk
6883,premium,8360.0,5,2024-01-14 00:00:00,77,High risk
1420,premium,8354.57,4,2024-01-29 00:00:00,62,High risk
933,premium,8338.5,5,2024-02-01 00:00:00,59,Medium risk
96,premium,8253.48,4,2024-01-17 00:00:00,74,High risk
6287,regular,8216.3,4,2024-02-05 00:00:00,55,Medium risk
8738,premium,8208.48,6,2024-02-12 00:00:00,48,Medium risk
1168,budget,8148.69,1,2024-01-17 00:00:00,74,High risk
57,budget,8124.8099999999995,3,2024-01-25 00:00:00,66,High risk
6530,premium,8117.849999999999,2,2024-01-17 00:00:00,74,High risk
8907,premium,8087.59,6,2024-01-07 00:00:00,84,High risk
1467,regular,8049.67,3,2024-01-17 00:00:00,74,High risk
7282,vip,8008.27,4,2024-01-27 00:00:00,64,High risk
8130,regular,7988.92,1,2024-01-06 00:00:00,85,High risk
1359,regular,7985.4400000000005,4,2024-01-17 00:00:00,74,High risk
9988,regular,7969.77,2,2024-02-10 00:00:00,50,Medium risk
5548,budget,7964.47,1,2024-02-07 00:00:00,53,Medium risk
8163,budget,7898.03,3,2024-01-17 00:00:00,74,High risk
4871,premium,7893.13,4,2024-01-12 00:00:00,79,High risk
9070,premium,7890.04,3,2024-01-28 00:00:00,63,High risk
5602,regular,7857.67,2,2024-01-15 00:00:00,76,High risk
3748,regular,7835.44,1,2024-02-12 00:00:00,48,Medium risk
7911,budget,7799.54,6,2024-02-02 00:00:00,58,Medium risk
1889,budget,7782.22,2,2024-01-18 00:00:00,73,High risk
9874,budget,7776.29,2,2024-01-28 00:00:00,63,High risk
8231,premium,7775.46,3,2024-01-10 00:00:00,81,High risk
8086,premium,7727.299999999999,5,2024-01-15 00:00:00,76,High risk
9485,regular,7719.17,5,2024-02-06 00:00:00,54,Medium risk
3998,regular,7705.59,9,2024-01-31 00:00:00,60,High risk
9113,budget,7623.44,1,2024-01-05 00:00:00,86,High risk
8968,vip,7571.82,6,2024-02-12 00:00:00,48,Medium risk
7724,regular,7551.4,3,2024-02-06 00:00:00,54,Medium risk
6726,budget,7522.55,3,2024-01-29 00:00:00,62,High risk
7854,premium,7517.4800000000005,7,2024-01-12 00:00:00,79,High risk
1170,regular,7505.04,3,2024-02-15 00:00:00,45,Medium risk
3074,regular,7491.73,1,2024-01-24 00:00:00,67,High risk
5314,regular,7482.950000000001,5,2024-02-04 00:00:00,56,Medium risk
838,premium,7442.41,11,2024-01-25 00:00:00,66,High risk
757,premium,7431.18,2,2024-01-06 00:00:00,85,High risk
2419,regular,7328.539999999999,2,2024-01-29 00:00:00,62,High risk
4203,budget,7311.780000000001,2,2024-02-14 00:00:00,46,Medium risk
8358,budget,7297.780000000001,3,2024-01-15 00:00:00,76,High risk
4974,regular,7233.04,6,2024-01-08 00:00:00,83,High risk
482,regular,7201.46,1,2024-02-10 00:00:00,50,Medium risk
3762,vip,7200.76,4,2024-01-30 00:00:00,61,High risk
2084,regular,7196.72,1,2024-01-27 00:00:00,64,High risk
3848,regular,7176.99,2,2024-01-16 00:00:00,75,High risk
1582,premium,7130.870000000001,2,2024-01-04 00:00:00,87,High risk
3834,vip,7091.34,1,2024-01-07 00:00:00,84,High risk
1388,premium,7082.65,4,2024-02-11 00:00:00,49,Medium risk
9001,regular,7049.5599999999995,5,2024-02-10 00:00:00,50,Medium risk
3675,regular,7037.53,1,2024-01-11 00:00:00,80,High risk
4839,budget,7032.98,1,2024-02-05 00:00:00,55,Medium risk
2116,regular,7030.62,3,2024-02-14 00:00:00,46,Medium risk
3552,budget,7030.03,2,2024-02-04 00:00:00,56,Medium risk
426,regular,7025.18,3,2024-01-19 00:00:00,72,High risk
2169,budget,7009.96,1,2024-01-16 00:00:00,75,High risk
6985,budget,6946.49,2,2024-02-13 00:00:00,47,Medium risk
823,premium,6933.969999999999,2,2024-02-05 00:00:00,55,Medium risk
940,budget,6882.19,1,2024-01-19 00:00:00,72,High risk
3726,premium,6877.07,3,2024-02-14 00:00:00,46,Medium risk
6449,premium,6825.51,4,2024-01-28 00:00:00,63,High risk
7544,premium,6803.89,4,2024-02-05 00:00:00,55,Medium risk
6727,regular,6754.08,1,2024-02-08 00:00:00,52,Medium risk
4652,regular,6733.99,6,2024-02-10 00:00:00,50,Medium risk
3029,regular,6730.58,2,2024-01-12 00:00:00,79,High risk
7616,regular,6711.299999999999,3,2024-02-13 00:00:00,47,Medium risk
2652,budget,6652.36,4,2024-02-10 00:00:00,50,Medium risk
5170,regular,6598.16,3,2024-02-05 00:00:00,55,Medium risk
6176,regular,6564.67,3,2024-01-20 00:00:00,71,High risk
8737,regular,6563.67,5,2024-01-18 00:00:00,73,High risk
8285,regular,6561.14,4,2024-01-18 00:00:00,73,High risk
6204,regular,6550.389999999999,4,2024-01-13 00:00:00,78,High risk
4794,regular,6544.45,7,2024-02-02 00:00:00,58,Medium risk
2688,regular,6543.789999999999,2,2024-01-16 00:00:00,75,High risk
3112,premium,6540.179999999999,5,2024-01-09 00:00:00,82,High risk
9689,budget,6533.52,1,2024-01-14 00:00:00,77,High risk
162,regular,6478.48,7,2024-01-22 00:00:00,69,High risk
4642,premium,6473.82,3,2024-01-02 00:00:00,89,High risk
6662,regular,6435.09,3,2024-01-13 00:00:00,78,High risk
6448,regular,6433.57,4,2024-02-12 00:00:00,48,Medium risk
2114,regular,6424.0,3,2024-01-20 00:00:00,71,High risk
2708,regular,6416.57,5,2024-01-08 00:00:00,83,High risk
1411,premium,6392.36,2,2024-01-25 00:00:00,66,High risk
7432,regular,6358.69,1,2024-01-03 00:00:00,88,High risk
3533,budget,6245.59,1,2024-02-04 00:00:00,56,Medium risk
2603,regular,6240.77,4,2024-01-30 00:00:00,61,High risk
9096,regular,6232.99,3,2024-01-11 00:00:00,80,High risk
6676,regular,6201.05,3,2024-02-10 00:00:00,50,Medium risk
9128,budget,6188.93,3,2024-01-26 00:00:00,65,High risk
6717,budget,6123.33,2,2024-01-28 00:00:00,63,High risk
8323,regular,6097.24,1,2024-02-03 00:00:00,57,Medium risk
9670,regular,6096.11,1,2024-01-26 00:00:00,65,High risk
5360,premium,6082.2,1,2024-01-01 00:00:00,90,High risk
4250,budget,6065.09,1,2024-01-15 00:00:00,76,High risk
1417,regular,6063.22,1,2024-01-14 00:00:00,77,High risk
352,premium,6038.8,3,2024-02-13 00:00:00,47,Medium risk
2312,budget,6025.67,2,2024-01-27 00:00:00,64,High risk
3534,regular,6022.22,1,2024-02-06 00:00:00,54,Medium risk
3366,regular,6006.07,4,2024-01-19 00:00:00,72,High risk
6622,regular,6000.13,3,2024-02-08 00:00:00,52,Medium risk
7769,premium,5934.09,5,2024-01-28 00:00:00,63,High risk
2161,regular,5925.14,6,2024-02-14 00:00:00,46,Medium risk
6220,regular,5914.43,1,2024-02-03 00:00:00,57,Medium risk
4052,regular,5893.8099999999995,3,2024-01-06 00:00:00,85,High risk
7160,regular,5885.4800000000005,2,2024-02-03 00:00:00,57,Medium risk
35,regular,5844.61,2,2024-02-06 00:00:00,54,Medium risk
9085,regular,5803.51,4,2024-01-26 00:00:00,65,High risk
1262,regular,5773.62,1,2024-02-13 00:00:00,47,Medium risk
8692,premium,5745.85,2,2024-01-21 00:00:00,70,High risk
6374,budget,5744.24,2,2024-01-03 00:00:00,88,High risk
7190,regular,5718.09,3,2024-01-10 00:00:00,81,High risk
548,regular,5707.33,3,2024-02-08 00:00:00,52,Medium risk
8362,premium,5690.59,2,2024-02-03 00:00:00,57,Medium risk
9126,regular,5637.0,3,2024-02-04 00:00:00,56,Medium risk
9914,premium,5607.2699999999995,2,2024-02-15 00:00:00,45,Medium risk
3311,budget,5590.5,1,2024-02-09 00:00:00,51,Medium risk
4562,budget,5568.3,4,2024-02-09 00:00:00,51,Medium risk
7694,regular,5507.92,2,2024-01-24 00:00:00,67,High risk
1247,regular,5478.13,1,2024-01-05 00:00:00,86,High risk
4805,vip,5469.41,3,2024-01-01 00:00:00,90,High risk
1890,budget,5408.67,3,2024-02-11 00:00:00,49,Medium risk
5125,premium,5401.7300000000005,3,2024-02-14 00:00:00,46,Medium risk
6444,budget,5378.4800000000005,2,2024-01-30 00:00:00,61,High risk
5294,regular,5360.94,3,2024-01-06 00:00:00,85,High risk
7969,vip,5359.38,6,2024-01-18 00:00:00,73,High risk
1821,regular,5355.05,2,2024-01-04 00:00:00,87,High risk
8440,regular,5333.48,1,2024-02-09 00:00:00,51,Medium risk
2664,budget,5328.51,2,2024-01-10 00:00:00,81,High risk
2083,premium,5296.61,3,2024-02-02 00:00:00,58,Medium risk
1184,regular,5276.81,2,2024-01-05 00:00:00,86,High risk
6048,budget,5268.6,3,2024-01-27 00:00:00,64,High risk
4938,budget,5229.4400000000005,3,2024-01-25 00:00:00,66,High risk
7735,vip,5221.77,6,2024-02-01 00:00:00,59,Medium risk
5004,regular,5201.91,3,2024-02-06 00:00:00,54,Medium risk
6518,premium,5191.33,2,2024-02-12 00:00:00,48,Medium risk
7025,budget,5145.12,3,2024-02-12 00:00:00,48,Medium risk
549,budget,5143.5599999999995,4,2024-02-03 00:00:00,57,Medium risk
8720,regular,5142.59,3,2024-01-05 00:00:00,86,High risk
9426,regular,5134.969999999999,5,2024-01-24 00:00:00,67,High risk
7525,regular,5127.919999999999,2,2024-01-06 00:00:00,85,High risk
6273,premium,5078.99,4,2024-01-14 00:00:00,77,High risk
3419,regular,5068.69,1,2024-01-06 00:00:00,85,High risk
1799,premium,5060.77,4,2024-01-26 00:00:00,65,High risk
7051,budget,5035.85,1,2024-02-01 00:00:00,59,Medium risk
8576,premium,5027.05,2,2024-01-28 00:00:00,63,High risk
7386,budget,5013.5,1,2024-01-06 00:00:00,85,High risk
8287,vip,5013.0,6,2024-01-27 00:00:00,64,High risk
1669,budget,5010.98,2,2024-02-01 00:00:00,59,Medium risk
3727,regular,5004.5599999999995,2,2024-01-22 00:00:00,69,High risk
9839,regular,4993.04,4,2024-02-01 00:00:00,59,Medium risk
3905,premium,4985.62,2,2024-01-24 00:00:00,67,High risk
4430,budget,4976.12,1,2024-01-29 00:00:00,62,High risk
2494,regular,4973.34,2,2024-01-20 00:00:00,71,High risk
3388,regular,4943.98,2,2024-02-13 00:00:00,47,Medium risk
5977,premium,4941.469999999999,3,2024-01-19 00:00:00,72,High risk
8839,budget,4935.96,1,2024-02-06 00:00:00,54,Medium risk
7723,regular,4929.66,5,2024-01-11 00:00:00,80,High risk
8290,regular,4915.08,1,2024-01-12 00:00:00,79,High risk
6441,regular,4899.59,4,2024-01-21 00:00:00,70,High risk
1888,regular,4891.4800000000005,6,2024-02-01 00:00:00,59,Medium risk
1085,premium,4889.28,6,2024-02-03 00:00:00,57,Medium risk
6931,budget,4882.82,4,2024-01-23 00:00:00,68,High risk
3687,budget,4872.46,1,2024-01-21 00:00:00,70,High risk
9375,regular,4871.9,1,2024-01-02 00:00:00,89,High risk
1445,regular,4864.05,5,2024-01-30 00:00:00,61,High risk
3231,regular,4842.96,2,2024-01-17 00:00:00,74,High risk
8645,budget,4833.96,3,2024-02-15 00:00:00,45,Medium risk
320,regular,4809.25,4,2024-01-28 00:00:00,63,High risk
966,regular,4806.35,1,2024-02-12 00:00:00,48,Medium risk
4310,premium,4769.1900000000005,3,2024-01-15 00:00:00,76,High risk
3862,regular,4744.36,4,2024-02-13 00:00:00,47,Medium risk
2488,budget,4741.7,1,2024-01-20 00:00:00,71,High risk
5484,regular,4698.950000000001,2,2024-01-12 00:00:00,79,High risk
619,budget,4695.65,4,2024-01-17 00:00:00,74,High risk
2529,regular,4690.53,1,2024-01-01 00:00:00,90,High risk
833,regular,4686.25,4,2024-02-02 00:00:00,58,Medium risk
951,vip,4662.9,5,2024-02-13 00:00:00,47,Medium risk
6386,regular,4649.43,2,2024-01-04 00:00:00,87,High risk
6599,premium,4621.84,3,2024-02-14 00:00:00,46,Medium risk
5512,budget,4603.35,2,2024-01-30 00:00:00,61,High risk
7901,regular,4579.6,4,2024-01-30 00:00:00,61,High risk
4597,budget,4535.39,2,2024-01-28 00:00:00,63,High risk
7005,regular,4527.24,2,2024-01-17 00:00:00,74,High risk
2159,regular,4526.5,4,2024-01-27 00:00:00,64,High risk
5324,regular,4522.67,5,2024-02-01 00:00:00,59,Medium risk
4956,regular,4514.13,4,2024-01-12 00:00:00,79,High risk
7610,budget,4509.17,2,2024-01-30 00:00:00,61,High risk
3800,regular,4489.42,2,2024-02-08 00:00:00,52,Medium risk
3101,premium,4457.99,3,2024-01-23 00:00:00,68,High risk
6455,vip,4422.98,3,2024-01-11 00:00:00,80,High risk
